cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode,subsetA,subsetA_cluster.ids,Neurog3>0_scaled,Neurog3>0_raw
A17.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,14.794043911984796,-17.132220121891542,MAA001857,FALSE,NA,FALSE,FALSE
A18.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-7.431262651833109,5.776171671719002,MAA000884,TRUE,0,FALSE,FALSE
A18.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_38_F,5.218670587441911,20.481718889232486,MAA001857,TRUE,2,FALSE,FALSE
A19.MAA000577.3_8_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,M,3_8_M,21.80315661797916,-17.854682490894728,MAA000577,FALSE,NA,FALSE,FALSE
A19.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_10_M,31.842123740453072,12.658019032991552,MAA000884,TRUE,3,TRUE,TRUE
A2.MAA000884.3_10_M.1.1,Pancreas,Endocrine,endothelial cell,CL:0000115,NA,7,M,3_10_M,-39.55946384254998,1.6822089419391528,MAA000884,FALSE,NA,FALSE,FALSE
A2.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,F,3_38_F,-8.379466839447046,9.124452609977887,MAA001857,TRUE,2,FALSE,FALSE
A20.MAA000577.3_8_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,M,3_8_M,11.636317528565568,-15.91449018448304,MAA000577,FALSE,NA,FALSE,FALSE
A20.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-7.695810833600897,3.730034051876587,MAA000884,TRUE,0,TRUE,TRUE
A20.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_10_M,-20.41194765550536,-15.714987354471761,MAA000910,FALSE,NA,FALSE,FALSE
A20.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,8.64980907251931,-12.132014837273553,MAA001857,FALSE,NA,FALSE,FALSE
A20.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,F,3_38_F,-20.803582943329296,-18.460994843848972,MAA001868,FALSE,NA,FALSE,FALSE
A21.MAA000577.3_8_M.1.1,Pancreas,Endocrine,leukocyte,CL:0000738,NA,8,M,3_8_M,-2.548942666475596,-6.277064210916846,MAA000577,FALSE,NA,FALSE,FALSE
A21.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-2.628550636471502,6.4733707627569075,MAA000884,TRUE,0,FALSE,FALSE
A21.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_10_M,-21.078965258196956,-14.436063930830489,MAA000910,FALSE,NA,FALSE,FALSE
A21.MAA001861.3_39_F.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,F,3_39_F,-23.098615092483488,-16.736382091832404,MAA001861,FALSE,NA,FALSE,FALSE
A21.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,F,3_38_F,-19.52813954999924,-20.734776094778994,MAA001868,FALSE,NA,FALSE,FALSE
A22.MAA000884.3_10_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,6,M,3_10_M,4.9704742641156745,-23.973382150157658,MAA000884,FALSE,NA,FALSE,FALSE
A22.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_10_M,-21.65627273265125,-11.003482418818407,MAA000910,FALSE,NA,FALSE,FALSE
A22.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,17.960523229007748,-15.67987744619216,MAA001857,FALSE,NA,FALSE,FALSE
A22.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,F,3_38_F,-20.83083703130529,14.59665251706596,MAA001868,FALSE,NA,FALSE,FALSE
A3.MAA000574.3_8_M.1.1,Pancreas,Exocrine,pancreatic stellate cell,CL:0002410,stellate cell,9,M,3_8_M,-31.891297438294636,-8.668256391972667,MAA000574,FALSE,NA,FALSE,FALSE
A3.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_10_M,-20.997908737603055,-15.596955232172608,MAA000884,FALSE,NA,FALSE,FALSE
A3.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,F,3_38_F,-10.614985989019408,5.363499126433259,MAA001857,TRUE,2,FALSE,FALSE
A3.MAA001861.3_39_F.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,F,3_39_F,-19.70956636320633,-18.776198203002302,MAA001861,FALSE,NA,FALSE,FALSE
A4.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-8.283442739468086,6.489875036556277,MAA000884,TRUE,0,FALSE,FALSE
A4.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,F,3_38_F,-4.658210968735952,11.541776785941025,MAA001857,TRUE,2,TRUE,TRUE
A4.MAA001862.3_39_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_39_F,10.505993353637292,25.25346438060625,MAA001862,TRUE,1,FALSE,FALSE
A5.MAA000577.3_8_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,M,3_8_M,8.532374016708301,-17.421651603181893,MAA000577,FALSE,NA,FALSE,FALSE
A5.MAA000884.3_10_M.1.1,Pancreas,Endocrine,leukocyte,CL:0000738,NA,8,M,3_10_M,-6.057829581197557,-11.016076357007336,MAA000884,FALSE,NA,FALSE,FALSE
A5.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,F,3_38_F,-4.062144955564457,11.486379338923266,MAA001857,TRUE,2,FALSE,FALSE
A6.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_8_M,31.88509236556955,11.2598417434664,MAA000577,TRUE,3,FALSE,FALSE
A6.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_10_M,23.6996295183671,9.729894758412625,MAA000884,TRUE,5,TRUE,TRUE
A6.MAA000910.3_10_M.1.1,Pancreas,Exocrine,endothelial cell,CL:0000115,NA,7,M,3_10_M,-40.42083732279358,4.311584850742684,MAA000910,FALSE,NA,FALSE,FALSE
A6.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,F,3_38_F,27.325330800896154,11.19563212468342,MAA001857,TRUE,5,TRUE,TRUE
A6.MAA001862.3_39_F.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,F,3_39_F,24.751391955381585,8.26184325999179,MAA001862,TRUE,5,TRUE,TRUE
A6.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,F,3_38_F,-12.833116606752224,27.96360823092393,MAA001868,FALSE,NA,FALSE,FALSE
A7.MAA000577.3_8_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,6,M,3_8_M,2.5098589774192255,-26.541877301662034,MAA000577,FALSE,NA,FALSE,FALSE
A7.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-5.350570105237332,10.28285744037158,MAA000884,TRUE,0,FALSE,FALSE
A7.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic stellate cell,CL:0002410,stellate cell,9,M,3_10_M,-32.9238366513284,-8.39304378560879,MAA000910,FALSE,NA,FALSE,FALSE
A7.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_38_F,13.525436900457988,22.45948255649419,MAA001857,TRUE,2,FALSE,FALSE
A7.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,F,3_38_F,-11.772303305867675,26.966943222140195,MAA001868,FALSE,NA,FALSE,FALSE
A8.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,1,M,3_8_M,10.88819858906963,-1.7922562525367383,MAA000577,TRUE,5,FALSE,FALSE
A8.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-9.941657658961256,4.793081787562962,MAA000884,TRUE,0,FALSE,FALSE
A8.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_38_F,2.321348779371281,17.848708286897427,MAA001857,TRUE,2,FALSE,FALSE
A8.MAA001862.3_39_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_39_F,4.471746844415924,18.167770667506723,MAA001862,TRUE,1,FALSE,FALSE
A9.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_8_M,-1.450804568729181,7.989424941826913,MAA000577,TRUE,4,FALSE,FALSE
A9.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_10_M,-21.97700674746852,-10.695807001127246,MAA000884,FALSE,NA,FALSE,FALSE
A9.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_38_F,0.1152425777269647,15.110518933536817,MAA001857,TRUE,2,FALSE,FALSE
A9.MAA001862.3_39_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_39_F,6.156868043240688,19.71637331359343,MAA001862,TRUE,1,FALSE,FALSE
B1.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_8_M,32.28333577467411,11.410613495096785,MAA000577,TRUE,3,FALSE,FALSE
B1.MAA000884.3_10_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,6,M,3_10_M,3.668855019309649,-24.821898631110678,MAA000884,FALSE,NA,FALSE,FALSE
B1.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,F,3_38_F,23.253546357062067,9.421007475308896,MAA001857,TRUE,5,TRUE,TRUE
B1.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,F,3_38_F,-13.16368760767758,27.18926141539394,MAA001868,FALSE,NA,FALSE,FALSE
B10.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_8_M,-10.63576584929468,3.0953451868123616,MAA000577,TRUE,0,FALSE,FALSE
B10.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-4.157441411693178,4.084430460350841,MAA000884,TRUE,0,FALSE,FALSE
B10.MAA000910.3_10_M.1.1,Pancreas,Exocrine,endothelial cell,CL:0000115,NA,7,M,3_10_M,-39.963051119840436,4.567490026266989,MAA000910,FALSE,NA,FALSE,FALSE
B10.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,15.509915355306815,-16.528989902007268,MAA001857,FALSE,NA,FALSE,FALSE
B11.MAA000577.3_8_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,M,3_8_M,9.636285451228789,-15.041207442018488,MAA000577,FALSE,NA,FALSE,FALSE
B11.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,6,F,3_38_F,7.879586755825447,-26.578683338237298,MAA001857,FALSE,NA,FALSE,FALSE
B12.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_8_M,-1.5488922415166408,6.833008814622762,MAA000577,TRUE,4,FALSE,FALSE
B12.MAA000884.3_10_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,6,M,3_10_M,5.662526569449392,-24.308609054991624,MAA000884,FALSE,NA,FALSE,FALSE
B12.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,F,3_38_F,-11.88932422010634,26.99913802471535,MAA001868,FALSE,NA,FALSE,FALSE
B13.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_8_M,0.6403855275222661,7.366147319131205,MAA000577,TRUE,4,FALSE,FALSE
B13.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-8.096974190867536,7.112007133031245,MAA000884,TRUE,0,FALSE,FALSE
B13.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,21.824315024935075,-20.19007341689189,MAA001857,FALSE,NA,FALSE,FALSE
B14.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_8_M,-1.3840959257874674,10.065891975671732,MAA000577,TRUE,4,FALSE,FALSE
B14.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,15.690069114834992,-16.8562841534005,MAA001857,FALSE,NA,FALSE,FALSE
B15.MAA000574.3_8_M.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,M,3_8_M,-21.747698741711137,11.525883258037338,MAA000574,FALSE,NA,FALSE,FALSE
B15.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_8_M,30.150228665608736,8.759093776690907,MAA000577,TRUE,3,TRUE,TRUE
B15.MAA000884.3_10_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,6,M,3_10_M,1.925609097500353,-22.082867441996683,MAA000884,FALSE,NA,FALSE,FALSE
B15.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,M,3_10_M,-17.832344629448073,24.2985314385075,MAA000910,FALSE,NA,FALSE,FALSE
B16.MAA000574.3_8_M.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_8_M,-15.769273331737226,-27.8264525025265,MAA000574,FALSE,NA,FALSE,FALSE
B16.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_10_M,24.131889718325002,6.507011533929111,MAA000884,TRUE,5,TRUE,TRUE
B16.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic acinar cell,CL:0002064,acinar cell,3,M,3_10_M,-20.482529283707116,17.988646418962464,MAA000910,FALSE,NA,FALSE,FALSE
B16.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,15.974920937239615,-19.47081371749687,MAA001857,FALSE,NA,FALSE,FALSE
B16.MAA001862.3_39_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_39_F,24.215045653859757,-10.758848407330328,MAA001862,FALSE,NA,FALSE,FALSE
B17.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_8_M,-7.03055794431656,2.4375946402632516,MAA000577,TRUE,4,FALSE,FALSE
B17.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic PP cell,CL:0002275,pancreatic PP cell,2,M,3_10_M,-5.561651880279003,6.525358931346538,MAA000884,TRUE,6,FALSE,FALSE
B17.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,F,3_38_F,17.007491504959567,-22.609898946680126,MAA001857,FALSE,NA,FALSE,FALSE
B17.MAA001862.3_39_F.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,F,3_39_F,24.29390098860087,9.287386679680415,MAA001862,TRUE,5,FALSE,FALSE
B18.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_8_M,23.673766433483532,5.645273982526643,MAA000577,TRUE,5,TRUE,TRUE
B18.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_10_M,24.283685534405535,8.545259250796567,MAA000884,TRUE,3,TRUE,TRUE
B18.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_10_M,-17.24168225251844,-24.403133537922727,MAA000910,FALSE,NA,FALSE,FALSE
B19.MAA000574.3_8_M.1.1,Pancreas,Exocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_8_M,34.373233539802456,12.476954143878974,MAA000574,TRUE,3,TRUE,TRUE
B19.MAA000577.3_8_M.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,0,M,3_8_M,20.93098995753256,-18.572943629632363,MAA000577,FALSE,NA,FALSE,FALSE
B19.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,M,3_10_M,-0.0900809100814415,16.855730680471517,MAA000884,TRUE,0,FALSE,FALSE
B19.MAA000910.3_10_M.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,M,3_10_M,-20.14231618523421,-10.296872082159684,MAA000910,FALSE,NA,FALSE,FALSE
B19.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_38_F,2.4401664260556695,19.35534834254469,MAA001857,TRUE,2,FALSE,FALSE
B19.MAA001862.3_39_F.1.1,Pancreas,Endocrine,leukocyte,CL:0000738,NA,8,F,3_39_F,-4.479494875815621,-8.194924267622687,MAA001862,FALSE,NA,FALSE,FALSE
B2.MAA000574.3_8_M.1.1,Pancreas,Exocrine,type B pancreatic cell,CL:0000169,beta cell,0,M,3_8_M,15.180646405179054,-9.219253703514912,MAA000574,FALSE,NA,FALSE,FALSE
B2.MAA000577.3_8_M.1.1,Pancreas,Endocrine,pancreatic PP cell,CL:0002275,pancreatic PP cell,1,M,3_8_M,8.352115440231616,8.767835464364293,MAA000577,TRUE,6,FALSE,FALSE
B2.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic D cell,CL:0000173,pancreatic D cell,5,M,3_10_M,29.91036095913467,13.514039924749682,MAA000884,TRUE,3,TRUE,TRUE
B2.MAA001857.3_38_F.1.1,Pancreas,Endocrine,type B pancreatic cell,CL:0000169,beta cell,6,F,3_38_F,1.533772373900431,-25.950779143013893,MAA001857,FALSE,NA,FALSE,FALSE
B20.MAA000574.3_8_M.1.1,Pancreas,Exocrine,pancreatic stellate cell,CL:0002410,stellate cell,9,M,3_8_M,-33.221492546743114,-8.984639735204746,MAA000574,FALSE,NA,FALSE,FALSE
B20.MAA000884.3_10_M.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,2,M,3_10_M,-5.695314206541429,9.113838192426948,MAA000884,TRUE,0,FALSE,FALSE
B20.MAA000910.3_10_M.1.1,Pancreas,Exocrine,endothelial cell,CL:0000115,NA,7,M,3_10_M,-39.04081849676449,2.7382693057009666,MAA000910,FALSE,NA,FALSE,FALSE
B20.MAA001857.3_38_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_38_F,1.844795358844415,16.68792605504254,MAA001857,TRUE,2,FALSE,FALSE
B20.MAA001861.3_39_F.1.1,Pancreas,Exocrine,leukocyte,CL:0000738,NA,8,F,3_39_F,-4.972199980291107,-8.315643866405575,MAA001861,FALSE,NA,FALSE,FALSE
B20.MAA001862.3_39_F.1.1,Pancreas,Endocrine,pancreatic A cell,CL:0000171,pancreatic A cell,1,F,3_39_F,13.322055308908858,24.324064828925174,MAA001862,TRUE,1,FALSE,FALSE
B20.MAA001868.3_38_F.1.1,Pancreas,Exocrine,pancreatic ductal cell,CL:0002079,ductal cell,4,F,3_38_F,-18.46095702316401,-15.577200678208685,MAA001868,FALSE,NA,FALSE,FALSE
B21.MAA000574.3_8_M.1.1,Pancreas,Exocrine,endothelial cell,CL:0000115,NA,7,M,3_8_M,-39.35528777965673,3.1813926538947817,MAA000574,FALSE,NA,FALSE,FALSE
