cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode
A17.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_39_F,7.811666532079027,-24.585987266518828,B000971
A17.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,4.971644687085103,22.62871578020958,B001750
A17.MAA000508.3_9_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_9_M,-30.65002344254998,-7.000481992655617,MAA000508
A17.MAA000779.3_11_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_11_M,-40.791718802866455,4.665316826647049,MAA000779
A18.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,23.132910199325476,-1.646260089672085,B000971
A18.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,8.74998254320859,13.519976777548111,B001750
A18.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,18.50255663297288,24.127340205924337,MAA000508
A18.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_8_M,6.234082260604271,-4.984951701173557,MAA000559
A18.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,21.567338514045158,-5.240235628449053,MAA000776
A18.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-10.662392311242348,23.926568268280555,MAA000779
A19.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,24.31643105898402,-0.9083191542824763,B000971
A19.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_38_F,13.221850046473426,-16.21241663449296,B001750
A19.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_9_M,18.059290044571846,-15.865594225188039,MAA000508
A19.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,15.047357469516148,0.5437087463304388,MAA000559
A19.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,28.94964228617555,10.456963927208298,MAA000776
A19.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-6.646152577819824,24.10364491972218,MAA000779
A2.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,2.571353395353345,27.690383228986295,B000971
A2.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_38_F,-4.043697926180365,-30.17386154802755,B001750
A2.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,3.9473331883425797,1.4665682704622975,MAA000508
A2.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,19.95778953740148,10.990741231654775,MAA000559
A2.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,4.949830632036916,29.36939524807888,MAA000776
A2.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-13.812186064280805,24.62041344503881,MAA000779
A20.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,3,F,3_39_F,-4.543613101975699,29.309767586127577,B000971
A20.B001750.3_38_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_38_F,-20.56882036794708,-12.912895392600038,B001750
A20.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,0.9422361280348961,10.032505937512038,MAA000508
A20.MAA000559.3_8_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_8_M,-30.701305809221505,-4.834469914723426,MAA000559
A20.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_10_M,20.67426726584388,-18.684782040030345,MAA000776
A20.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-4.820981956793994,10.796171169076084,MAA000779
A21.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,27.38251567989489,7.7351884293263575,B000971
A21.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,8.174095724894306,10.75599458209227,B001750
A21.MAA000508.3_9_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_9_M,-38.218729935259795,-2.1812872763965463,MAA000508
A21.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,3.773689044114525,19.334914572514517,MAA000559
A21.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,30.9754611845794,-0.02051311996725159,MAA000776
A21.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-4.27484507416792,10.882460105703519,MAA000779
A22.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,3.102924087998925,27.34323006250139,B000971
A22.B001750.3_38_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_38_F,-29.215100043976772,-11.22411508087301,B001750
A22.MAA000508.3_9_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_9_M,-18.96023308538205,-14.830868930292956,MAA000508
A22.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,23.780084841491938,15.368646419189604,MAA000559
A22.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_10_M,15.814404686444217,-12.517749917547832,MAA000776
A22.MAA000779.3_11_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_11_M,-40.06631911356238,4.626066334841882,MAA000779
A3.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,4.44135048275123,19.29189920014205,B000971
A3.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,4.619313340290861,-0.6628356704322603,B001750
A3.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,2.5828342428940623,10.542961445294011,MAA000508
A3.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,13.986794667371468,22.564481849292292,MAA000559
A3.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,27.691816328575445,-6.094936018926786,MAA000776
A3.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-6.5537039352542825,26.76009909619376,MAA000779
A4.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,4.382339900309164,15.029188526608568,B000971
A4.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_9_M,18.2874654087774,-10.71355417288741,MAA000508
A4.MAA000559.3_8_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_8_M,-36.528459345953344,-2.4771634848841537,MAA000559
A4.MAA000776.3_10_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_10_M,-35.48219309243633,-6.12604208687873,MAA000776
A4.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-12.776737636569674,19.567272730874635,MAA000779
A5.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,22.65336170832585,13.515856319356086,B000971
A5.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,3,F,3_38_F,-2.092697613851856,4.70246246320903,B001750
A5.MAA000508.3_9_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_9_M,-22.3953909931749,-17.34363283321868,MAA000508
A5.MAA000559.3_8_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_8_M,-23.43673357349997,-3.5359055554296055,MAA000559
A5.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,0.044265789516054026,28.286108010728913,MAA000776
A5.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_11_M,3.3839137585638572,25.32743331414475,MAA000779
A6.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,12.626471611866219,15.89627742988136,B000971
A6.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_38_F,5.120623771147347,-10.523205637501423,B001750
A6.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_9_M,2.1839561510314973,-2.6373128692794237,MAA000508
A6.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,31.377471586571556,-2.965740185496834,MAA000559
A6.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,27.97095646600795,8.055030366628001,MAA000776
A6.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-0.7789502200838211,21.025280359833168,MAA000779
A7.B000971.3_39_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_39_F,-35.20123572755818,-7.225056682318762,B000971
A7.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,3.510767765082407,1.527943898057983,B001750
A7.MAA000508.3_9_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_9_M,-23.331885423186325,-19.326294845417923,MAA000508
A7.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,9.027096451181817,23.02558654022482,MAA000559
A7.MAA000776.3_10_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_10_M,-33.95664981354355,-12.996693271536095,MAA000776
A7.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-5.845757538831205,28.920540227215035,MAA000779
A8.B000971.3_39_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_39_F,-38.64755906236934,-4.490828577541487,B000971
A8.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,20.59907216671168,24.89858447541926,B001750
A8.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,7.3790703065458265,20.61180424817222,MAA000508
A8.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,24.89719479413221,16.20573571004261,MAA000559
A8.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,8.13309017814983,17.095371465263813,MAA000776
A8.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-13.34080075299365,25.079802970621337,MAA000779
A9.B000971.3_39_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_39_F,-40.85731617156815,-1.418742822734832,B000971
A9.B001750.3_38_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_38_F,-10.790850970944698,-21.68067211954977,B001750
A9.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,4,M,3_9_M,-11.63862654454802,-5.53608192269878,MAA000508
A9.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,27.954900851240374,10.427282905224919,MAA000559
A9.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,18.3141006778025,3.7722177446734473,MAA000776
A9.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-7.748539675858069,24.114193534269283,MAA000779
B1.B001750.3_38_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_38_F,-17.043377089848864,-19.462311058683145,B001750
B1.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,11.656176645671636,1.766805370594541,MAA000508
B1.MAA000559.3_8_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_8_M,-32.96854969010906,-14.675054636241315,MAA000559
B1.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,14.826476410823206,24.872500993036915,MAA000776
B1.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-11.91253858438147,19.17816243495709,MAA000779
B10.B000971.3_39_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_39_F,-41.059965380628974,-1.1314093830141179,B000971
B10.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,14.85351282697974,-0.38589508395139155,B001750
B10.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,10.088124462321568,4.388613873685322,MAA000508
B10.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,9.675299002770078,0.5593797467990806,MAA000559
B10.MAA000776.3_10_M.1.1,Spleen,,macrophage,CL:0000235,NA,5,M,3_10_M,-16.924676846205124,-40.06225856417244,MAA000776
B10.MAA000779.3_11_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_11_M,-27.329946655721887,-0.7552919237670379,MAA000779
B11.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,22.388923308186186,17.745808101816753,B000971
B11.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,3.9814669057354513,16.982925761541864,B001750
B11.MAA000559.3_8_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_8_M,-35.8196754255471,-9.709622140952021,MAA000559
B11.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-15.515655530168711,9.871801295282273,MAA000779
B12.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,11.778774730372945,5.222497426279843,B000971
B12.B001750.3_38_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_38_F,-27.194583557309,-9.0064731948829575,B001750
B12.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,13.420609322416016,4.328820821903394,MAA000508
B12.MAA000559.3_8_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_8_M,-29.022583236739536,-7.6574376964896596,MAA000559
B12.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,19.31672281307354,5.249793771016369,MAA000776
B12.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_11_M,3.7291411798581184,7.592193639508983,MAA000779
B13.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,16.20233122069938,24.637114205304567,B000971
B13.B001750.3_38_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_38_F,-25.77567918798258,-17.198836217166747,B001750
B13.MAA000508.3_9_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_9_M,-28.707076826132024,-8.166233019702243,MAA000508
B13.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,4.288885345081949,21.676851073461215,MAA000559
B13.MAA000776.3_10_M.1.1,Spleen,,macrophage,CL:0000235,NA,5,M,3_10_M,-14.289915570808542,-41.0096541000924,MAA000776
B13.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,4,M,3_11_M,-11.144406679694288,-5.024842962675212,MAA000779
B14.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,26.635160278447373,2.82951690902224,B000971
B14.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,15.98053639294306,4.804790403570698,B001750
B14.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,11.731068629598944,1.1328593982137927,MAA000559
B14.MAA000776.3_10_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_10_M,-35.5347006546862,-10.677633582328133,MAA000776
B14.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-14.422602505307333,13.758968415637037,MAA000779
B15.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,31.71289262404321,-1.9803119116559393,B000971
B15.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,9.185685723209588,8.511090473948478,B001750
B15.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_9_M,-6.750100710006649,3.5223674204749806,MAA000508
B15.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,30.661532968579007,-0.3866072759820809,MAA000559
B15.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,5.945753054322258,28.905611915906487,MAA000776
B15.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-13.70518346285818,18.76726299882505,MAA000779
B16.B000971.3_39_F.1.1,Spleen,,macrophage,CL:0000235,NA,5,F,3_39_F,-16.209420070443635,-39.03624791226442,B000971
B16.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,24.414091689342005,13.023726104553965,B001750
B16.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,31.107942095537123,-2.3902123899199665,MAA000559
B16.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_10_M,24.67789812807934,-12.74574555182822,MAA000776
B16.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-5.873108773455327,22.28179595633105,MAA000779
B17.B000971.3_39_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_39_F,-37.01522265713607,-4.557327068957682,B000971
B17.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_38_F,18.756168810805523,8.900316349551828,B001750
B17.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,1.9541442927605406,5.5594606543386265,MAA000559
B17.MAA000776.3_10_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_10_M,-21.54325435758287,-18.24959314660189,MAA000776
B17.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-5.102907454254182,27.637013241704654,MAA000779
B18.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_39_F,23.389566983087732,-14.728935055759077,B000971
B18.B001750.3_38_F.1.1,Spleen,,T cell,CL:0000084,NA,1,F,3_38_F,-38.05667735488743,2.5234885220719216,B001750
B18.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,6.674045674466645,27.81043882343527,MAA000508
B18.MAA000559.3_8_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_8_M,-36.05413765620141,-5.073372501146856,MAA000559
B18.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_10_M,8.984272962976732,-9.302649217043038,MAA000776
B18.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-5.201784841464869,8.927121733663821,MAA000779
B19.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,19.003401094250034,25.623340717829933,B000971
B19.B001750.3_38_F.1.1,Spleen,,macrophage,CL:0000235,NA,5,F,3_38_F,-17.3216622637135,-39.71624980538918,B001750
B19.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,6.836713693060419,-0.23998327257168633,MAA000508
B19.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,20.797133902215744,-2.395758883611579,MAA000559
B19.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_10_M,-6.985817916062129,-29.79217711167719,MAA000776
B19.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_11_M,1.3134524728075083,0.9681244327566983,MAA000779
B2.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,0,F,3_39_F,24.171309264179314,19.00288386259371,B000971
B2.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_38_F,14.462861407883464,-23.263380757817373,B001750
B2.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,2,M,3_9_M,18.572895877422887,-18.466715130299963,MAA000508
B2.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,0.18889762902434495,24.66359431617442,MAA000559
B2.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,3.6542117703038723,25.665360769950556,MAA000776
B2.MAA000779.3_11_M.1.1,Spleen,,T cell,CL:0000084,NA,1,M,3_11_M,-40.003015455397254,3.909724465201915,MAA000779
B20.B000971.3_39_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_39_F,7.669230208881018,-26.081996811970026,B000971
B20.B001750.3_38_F.1.1,Spleen,,B cell,CL:0000236,NA,2,F,3_38_F,20.314536153996258,-18.36100650411461,B001750
B20.MAA000508.3_9_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_9_M,16.20329883744605,12.347562190452889,MAA000508
B20.MAA000559.3_8_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_8_M,15.546694019136526,13.952432997392286,MAA000559
B20.MAA000776.3_10_M.1.1,Spleen,,B cell,CL:0000236,NA,0,M,3_10_M,27.033023353535988,14.574210944265795,MAA000776
B20.MAA000779.3_11_M.1.1,Spleen,,B cell,CL:0000236,NA,3,M,3_11_M,-9.053797690206412,16.218430750616417,MAA000779
