MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:2175912,Arid5b,AT rich interactive domain 5B (MRF1-like),10,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,Q14865 ,J:164563 
MGI:88071,Arnt,aryl hydrocarbon receptor nuclear translocator,3,,DNA binding transcription factor activity,,,TAS,,J:65378 
MGI:88071,Arnt,aryl hydrocarbon receptor nuclear translocator,3,contributes_to,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,ISO,P27540 ,J:164563 
MGI:107188,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,7,,DNA binding transcription factor activity,,,IDA,,J:31945 
MGI:107188,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,7,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,Q9HBZ2 ,J:164563 
MGI:107188,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,7,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:31945 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,DNA binding transcription factor activity,,,IDA,,J:49044 J:76640 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,DNA binding transcription factor activity,,,ISA,AJ318060 ,J:72921 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:178280 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IC,GO:0045944 ,J:87263 
MGI:2684845,Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2,6,,DNA binding transcription factor activity,,,ISO,Q8WYA1 ,J:73065 
MGI:2684845,Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2,6,,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,Q8WYA1 ,J:164563 
MGI:1097716,Arx,aristaless related homeobox,X,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,Q96QS3 ,J:203650 
MGI:1097716,Arx,aristaless related homeobox,X,,"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:98803 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,DNA binding transcription factor activity,,,IDA,,J:119653 J:241054 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,DNA binding transcription factor activity,,,ISO,P50553 ,J:164563 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,P50553 ,J:164563 
MGI:96920,Ascl2,achaete-scute family bHLH transcription factor 2,7,contributes_to,DNA binding transcription factor activity,,,IBA,PTN000358347 ,J:161428 
MGI:96920,Ascl2,achaete-scute family bHLH transcription factor 2,7,,DNA binding transcription factor activity,,,ISO,RGD:2159 ,J:155856 
MGI:96920,Ascl2,achaete-scute family bHLH transcription factor 2,7,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,Q99929 ,J:164563 
MGI:1928820,Ascl3,achaete-scute family bHLH transcription factor 3,7,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IDA,,J:73675 
MGI:1914591,Ascl4,achaete-scute family bHLH transcription factor 4,10,contributes_to,DNA binding transcription factor activity,,,IBA,PTN000358347 ,J:161428 
MGI:2685043,Ascl5,achaete-scute family bHLH transcription factor 5,1,contributes_to,DNA binding transcription factor activity,,,IBA,PTN000358347 ,J:161428 
MGI:1298366,Atf1,activating transcription factor 1,15,,DNA binding transcription factor activity,,,IEA,IPR001630 IPR004827 ,J:72247 
MGI:1298366,Atf1,activating transcription factor 1,15,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,ISO,RGD:1307360 ,J:155856 
MGI:1298366,Atf1,activating transcription factor 1,15,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,P18846 ,J:164563 
MGI:109349,Atf2,activating transcription factor 2,2,,DNA binding transcription factor activity,,,ISO,P15336 ,J:35340 
MGI:109349,Atf2,activating transcription factor 2,2,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:156376 
MGI:109384,Atf3,activating transcription factor 3,1,,DNA binding transcription factor activity,,,ISO,P18847 ,J:164563 
MGI:109384,Atf3,activating transcription factor 3,1,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:108648 
MGI:88096,Atf4,activating transcription factor 4,15,,DNA binding transcription factor activity,,,IDA,,J:198927 
MGI:88096,Atf4,activating transcription factor 4,15,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,P18848 ,J:164563 
MGI:88096,Atf4,activating transcription factor 4,15,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IMP,,J:210921 
MGI:2141857,Atf5,activating transcription factor 5,7,,DNA binding transcription factor activity,,,ISO,Q9Y2D1 ,J:164563 
MGI:2141857,Atf5,activating transcription factor 5,7,,DNA binding transcription factor activity,,,ISO,RGD:628902 ,J:155856 
MGI:1926157,Atf6,activating transcription factor 6,1,,DNA binding transcription factor activity,,,ISO,P18850 ,J:164563 
MGI:105121,Atf6b,activating transcription factor 6 beta,17,,DNA binding transcription factor activity,,,ISO,Q99941 ,J:164563 
MGI:2443472,Atf7,activating transcription factor 7,15,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,P17544 ,J:164563 
MGI:104654,Atoh1,atonal bHLH transcription factor 1,6,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:211249 
MGI:1918343,Atoh8,atonal bHLH transcription factor 8,6,,DNA binding transcription factor activity,,,IDA,,J:210057 
MGI:1918343,Atoh8,atonal bHLH transcription factor 8,6,,DNA binding transcription factor activity,,,ISO,Q96SQ7 ,J:164563 
MGI:2142212,AW146154,expressed sequence AW146154,7,,DNA binding transcription factor activity,,,IBA,PTN001225609 ,J:161428 
MGI:3588191,B020011L13Rik,RIKEN cDNA B020011L13 gene,1,,DNA binding transcription factor activity,,,IBA,PTN001225609 ,J:161428 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,DNA binding transcription factor activity,,,IDA,,J:41872 J:146868 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:41872 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,O14867 ,J:164563 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:41872 
MGI:894679,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",4,,DNA binding transcription factor activity,,,IDA,,J:41872 
MGI:894679,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",4,,"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:41872 
MGI:1859288,Barhl1,BarH like homeobox 1,2,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:132646 
MGI:1859314,Barhl2,BarH like homeobox 2,5,,DNA binding transcription factor activity,,,ISO,RGD:620726 ,J:155856 
MGI:1859314,Barhl2,BarH like homeobox 2,5,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",regulates Barhl1,,IDA,,J:132646 
MGI:103124,Barx1,BarH-like homeobox 1,13,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IBA,PTN001551673 ,J:161428 
MGI:109617,Barx2,BarH-like homeobox 2,9,,DNA binding transcription factor activity,,,IDA,,J:98500 
MGI:109617,Barx2,BarH-like homeobox 2,9,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IBA,PTN001551673 ,J:161428 
MGI:109617,Barx2,BarH-like homeobox 2,9,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,Q9UMQ3 ,J:164563 
MGI:1859147,Batf,"basic leucine zipper transcription factor, ATF-like",12,,DNA binding transcription factor activity,,,IDA,,J:150643 J:172119 J:188767 J:189230 J:190118 
MGI:1859147,Batf,"basic leucine zipper transcription factor, ATF-like",12,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:190118 
MGI:1859147,Batf,"basic leucine zipper transcription factor, ATF-like",12,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IMP,,J:190118 
MGI:1921731,Batf2,"basic leucine zipper transcription factor, ATF-like 2",19,,DNA binding transcription factor activity,,,IEA,IPR000837 IPR004827 ,J:72247 
MGI:1925491,Batf3,"basic leucine zipper transcription factor, ATF-like 3",1,,DNA binding transcription factor activity,,,IEA,IPR000837 IPR004827 IPR029818 ,J:72247 
MGI:1925491,Batf3,"basic leucine zipper transcription factor, ATF-like 3",1,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,Q9NR55 ,J:164563 
MGI:88140,Bcl3,B cell leukemia/lymphoma 3,7,,DNA binding transcription factor activity,,,IDA,,J:107516 
MGI:107187,Bcl6,B cell leukemia/lymphoma 6,16,,DNA binding transcription factor activity,,,ISO,P41182 ,J:164563 
MGI:107187,Bcl6,B cell leukemia/lymphoma 6,16,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",regulates Adar,,IDA,,J:193867 
MGI:107187,Bcl6,B cell leukemia/lymphoma 6,16,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IDA,,J:77745 
MGI:1278332,Bcl6b,"B cell CLL/lymphoma 6, member B",11,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IDA,,J:48309 
MGI:106190,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),11,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IBA,PTN000579358 ,J:161428 
MGI:106190,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),11,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,Q9H165 ,J:164563 
MGI:1929913,Bcl11b,B cell leukemia/lymphoma 11B,12,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",regulates Msx2|regulates Sp6,,IDA,,J:146765 
MGI:1929913,Bcl11b,B cell leukemia/lymphoma 11B,12,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",regulates Adcy5|regulates Ngef|regulates Tac1|regulates Bcl11b,,IDA,,J:138707 
MGI:891976,Bhlha15,"basic helix-loop-helix family, member a15",5,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IDA,,J:89063 
MGI:891976,Bhlha15,"basic helix-loop-helix family, member a15",5,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IMP,,J:89063 
MGI:1930001,Bhlhe22,"basic helix-loop-helix family, member e22",3,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",regulates Zbtb18|regulates Cdh11|regulates Bhlhe22,,IMP,MGI:4440742 ,J:182304 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,O14503 ,J:164563 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:178280 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:178280 J:180463 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,O14503 ,J:164563 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,IDA,,J:79730 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:178280 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:178280 J:178282 J:180463 
MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",14,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,IDA,,J:152281 
MGI:88184,Bmyc,brain expressed myelocytomatosis oncogene,2,,DNA binding transcription factor activity,,,IEA,IPR002418 IPR012682 ,J:72247 
MGI:2669849,Bsx,brain specific homeobox,9,,DNA binding transcription factor activity,,PR:Q810B3-1,IDA,,J:122211 
MGI:2669849,Bsx,brain specific homeobox,9,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:122211 
MGI:3646208,Btbd8,BTB (POZ) domain containing 8,5,,DNA binding transcription factor activity,,,IBA,PTN000696756 ,J:161428 
MGI:108384,Btg2,"B cell translocation gene 2, anti-proliferative",1,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,P27049 ,J:73065 
MGI:2140230,Camta1,calmodulin binding transcription activator 1,4,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IBA,PTN000596526 ,J:161428 
MGI:2135957,Camta2,calmodulin binding transcription activator 2,11,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IBA,PTN000596526 ,J:161428 
MGI:2182269,Carf,calcium response factor,1,,DNA binding transcription factor activity,,,IDA,,J:79357 
MGI:2182269,Carf,calcium response factor,1,,DNA binding transcription factor activity,,,ISO,Q8N187 ,J:164563 
MGI:2182269,Carf,calcium response factor,1,,DNA binding transcription factor activity,,,ISO,RGD:1306822 ,J:155856 
MGI:2182269,Carf,calcium response factor,1,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:76631 
MGI:2182269,Carf,calcium response factor,1,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IMP,,J:76631 
MGI:1333833,Cbfa2t2,"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)",2,,DNA binding transcription factor activity,,,IEA,IPR003894 ,J:72247 
MGI:1338013,Cbfa2t3,"core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)",8,,DNA binding transcription factor activity,,,IEA,IPR003894 ,J:72247 
MGI:2384831,Cc2d1a,coiled-coil and C2 domain containing 1A,8,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:174464 
MGI:2443076,Cc2d1b,coiled-coil and C2 domain containing 1B,4,,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:174464 
MGI:1918952,Cdc5l,cell division cycle 5-like (S. pombe),17,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,IBA,PTN000067606 ,J:161428 
MGI:1918952,Cdc5l,cell division cycle 5-like (S. pombe),17,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,Q99459 ,J:164563 
MGI:104738,Cdkn2a,cyclin-dependent kinase inhibitor 2A,4,,DNA binding transcription factor activity,,,IDA,,J:79357 
MGI:88360,Cdx1,caudal type homeobox 1,18,,DNA binding transcription factor activity,,,IDA,,J:179218 
MGI:88360,Cdx1,caudal type homeobox 1,18,,"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding",,,ISO,P47902 ,J:164563 
MGI:88361,Cdx2,caudal type homeobox 2,5,,DNA binding transcription factor activity,,,IDA,,J:179218 
MGI:88361,Cdx2,caudal type homeobox 2,5,,DNA binding transcription factor activity,,,ISO,RGD:621234 ,J:155856 
MGI:88361,Cdx2,caudal type homeobox 2,5,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,Q99626 ,J:164563 
MGI:88362,Cdx4,caudal type homeobox 4,X,,DNA binding transcription factor activity,,,IBA,PTN001216652 ,J:161428 
MGI:88362,Cdx4,caudal type homeobox 4,X,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,O14627 ,J:164563 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,DNA binding transcription factor activity,,,IDA,,J:121854 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,DNA binding transcription factor activity,,,ISO,P49715 ,J:164563 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,DNA binding transcription factor activity,,,NAS,,J:114121 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding","happens in intestine,regulates Apob",,IDA,,J:64004 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:210944 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,RGD:2326 ,J:155856 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,IDA,,J:188795 
MGI:99480,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",7,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,P49715 ,J:164563 
MGI:88373,Cebpb,"CCAAT/enhancer binding protein (C/EBP), beta",2,,DNA binding transcription factor activity,,,IEA,IPR004827 ,J:72247 
MGI:88373,Cebpb,"CCAAT/enhancer binding protein (C/EBP), beta",2,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding","happens in fibroblast of cardiac tissue,uses Ptk2",,IDA,,J:223262 
MGI:88373,Cebpb,"CCAAT/enhancer binding protein (C/EBP), beta",2,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:152000 
MGI:88373,Cebpb,"CCAAT/enhancer binding protein (C/EBP), beta",2,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding","happens in keratinocyte,regulates Krt10|happens in keratinocyte,regulates Tfap2a",,IDA,,J:58864 
MGI:88373,Cebpb,"CCAAT/enhancer binding protein (C/EBP), beta",2,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,RGD:2327 ,J:155856 
MGI:103573,Cebpd,"CCAAT/enhancer binding protein (C/EBP), delta",16,,DNA binding transcription factor activity,,,IEA,IPR004827 ,J:72247 
MGI:103573,Cebpd,"CCAAT/enhancer binding protein (C/EBP), delta",16,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,IDA,,J:210920 
MGI:103573,Cebpd,"CCAAT/enhancer binding protein (C/EBP), delta",16,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,RGD:2328 ,J:155856 
MGI:103572,Cebpe,"CCAAT/enhancer binding protein (C/EBP), epsilon",14,,DNA binding transcription factor activity,,,IEA,IPR004827 ,J:72247 
MGI:103572,Cebpe,"CCAAT/enhancer binding protein (C/EBP), epsilon",14,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,Q15744 ,J:164563 
MGI:104982,Cebpg,"CCAAT/enhancer binding protein (C/EBP), gamma",7,NOT,DNA binding transcription factor activity,,,IDA,,J:29960 
MGI:104982,Cebpg,"CCAAT/enhancer binding protein (C/EBP), gamma",7,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,P53567 ,J:164563 
MGI:109386,Cebpz,CCAAT/enhancer binding protein zeta,17,,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,,ISO,Q03701 ,J:164563 
MGI:2146370,Cggbp1,CGG triplet repeat binding protein 1,16,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,Q9UFW8 ,J:164563 
MGI:1913325,Chchd3,coiled-coil-helix-coiled-coil-helix domain containing 3,6,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",,,ISO,Q9NX63 ,J:164563 
MGI:1346998,Ciao1,cytosolic iron-sulfur protein assembly 1,2,,DNA binding transcription factor activity,,,TAS,,J:57231 
MGI:108023,Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,X,,DNA binding transcription factor activity,,,NAS,,J:36248 
MGI:1306784,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",10,,DNA binding transcription factor activity,,,IDA,,J:50846 
MGI:99698,Clock,circadian locomotor output cycles kaput,5,,DNA binding transcription factor activity,,,IDA,,J:76640 J:188853 
