MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:87961,Agrn,agrin,4,,cell surface,,EMBL:AAG02119,IDA,,J:64996 
MGI:87961,Agrn,agrin,4,,cell surface,is a part of UBERON:0018649|is a part of cardiac muscle cell,,IDA,,J:151007 
MGI:102774,Aimp1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,3,,cell surface,,,ISO,Q12904 ,J:164563 
MGI:2685419,Ajap1,adherens junction associated protein 1,4,,cell surface,,,ISO,Q9UKB5 ,J:164563 
MGI:87984,Akp3,"alkaline phosphatase 3, intestine, not Mn requiring",1,,external side of plasma membrane,,,ISO,RGD:621650 ,J:155856 
MGI:1313266,Alcam,activated leukocyte cell adhesion molecule,16,,external side of plasma membrane,"is a part of spleen,is a part of B cell|is a part of spleen,is a part of CD8-positive, alpha-beta T cell|is a part of spleen,is a part of CD4-positive, alpha-beta T cell",,IDA,,J:40942 
MGI:1924018,Alpi,"alkaline phosphatase, intestinal",1,,cell surface,,,ISO,P05187 ,J:164563 
MGI:1924018,Alpi,"alkaline phosphatase, intestinal",1,,external side of plasma membrane,,,ISO,RGD:2099 ,J:155856 
MGI:88002,Ambp,alpha 1 microglobulin/bikunin,4,,cell surface,,,ISO,RGD:2102 ,J:155856 
MGI:88005,Amelx,"amelogenin, X-linked",X,,cell surface,,,IMP,,J:143680 
MGI:108440,Amot,angiomotin,X,,cell surface,,,ISO,Q4VCS5 ,J:164563 
MGI:108440,Amot,angiomotin,X,,external side of plasma membrane,,,ISO,Q4VCS5 ,J:73065 
MGI:1353627,Angptl3,angiopoietin-like 3,4,,cell surface,,,IDA,,J:203527 
MGI:1353627,Angptl3,angiopoietin-like 3,4,,cell surface,,,ISO,Q9Y5C1 ,J:164563 
MGI:88026,Ank3,"ankyrin 3, epithelial",10,,cell surface,,,ISO,RGD:620157 ,J:155856 
MGI:2142149,Ano1,"anoctamin 1, calcium activated chloride channel",7,,external side of plasma membrane,,,IDA,,J:196141 
MGI:5000466,Anpep,alanyl (membrane) aminopeptidase,7,,external side of plasma membrane,,,IDA,,J:174203 
MGI:1916788,Antxr1,anthrax toxin receptor 1,6,,cell surface,,,ISO,Q9H6X2 ,J:170235 
MGI:1916788,Antxr1,anthrax toxin receptor 1,6,,external side of plasma membrane,,,ISO,Q9H6X2 ,J:170235 
MGI:1919164,Antxr2,anthrax toxin receptor 2,5,,cell surface,,,IDA,,J:197389 
MGI:1919164,Antxr2,anthrax toxin receptor 2,5,,external side of plasma membrane,,,IDA,,J:197389 
MGI:96819,Anxa1,annexin A1,19,,cell surface,,,ISO,P04083 ,J:164563 
MGI:96819,Anxa1,annexin A1,19,,extrinsic component of external side of plasma membrane,,,ISO,P04083 ,J:164563 
MGI:88246,Anxa2,annexin A2,9,,cell surface,,,ISO,P07355 ,J:164563 
MGI:88030,Anxa4,annexin A4,6,,cell surface,,,ISO,P09525 ,J:164563 
MGI:106008,Anxa5,annexin A5,3,,external side of plasma membrane,,,IDA,,J:140498 J:155686 J:174697 
MGI:106008,Anxa5,annexin A5,3,,external side of plasma membrane,is a part of lens fiber,,IDA,,J:151537 
MGI:1923711,Anxa9,annexin A9,3,,cell surface,,,ISO,O76027 ,J:164563 
MGI:1306797,Aoc3,"amine oxidase, copper containing 3",11,,cell surface,,,ISO,Q16853 ,J:164563 
MGI:1919131,Apmap,adipocyte plasma membrane associated protein,2,,cell surface,,,ISO,Q9HDC9 ,J:164563 
MGI:88049,Apoa1,apolipoprotein A-I,9,,cell surface,,,ISO,RGD:2130 ,J:155856 
MGI:88051,Apoa4,apolipoprotein A-IV,9,colocalizes_with,cell surface,,,ISO,P06727 ,J:164563 
MGI:88057,Apoe,apolipoprotein E,7,,cell surface,,,ISO,RGD:2138 ,J:155856 
MGI:88057,Apoe,apolipoprotein E,7,,extrinsic component of external side of plasma membrane,,,ISO,RGD:2138 ,J:155856 
MGI:88058,Apoh,apolipoprotein H,11,,cell surface,,,ISO,RGD:1310625 ,J:155856 
MGI:88058,Apoh,apolipoprotein H,11,,cell surface,,,ISO,P02749 ,J:164563 
MGI:88059,App,amyloid beta (A4) precursor protein,16,,cell surface,,,ISO,P05067 ,J:164563 
MGI:88059,App,amyloid beta (A4) precursor protein,16,,cell surface,,,ISO,RGD:2139 ,J:155856 
MGI:107387,Aqp4,aquaporin 4,18,,external side of plasma membrane,,,ISO,P55087 ,J:164563 
MGI:1913583,Aqp11,aquaporin 11,7,,cell surface,,,ISO,RGD:628763 ,J:155856 
MGI:1913583,Aqp11,aquaporin 11,7,,cell surface,,,ISO,Q8NBQ7 ,J:164563 
MGI:88068,Areg,amphiregulin,5,,cell surface,,,ISO,P15514 ,J:164563 
MGI:1923959,Arpc2,"actin related protein 2/3 complex, subunit 2",1,,cell surface,,,ISO,RGD:1305848 ,J:155856 
MGI:1923959,Arpc2,"actin related protein 2/3 complex, subunit 2",1,,ventral surface of cell,,,ISO,RGD:1305848 ,J:155856 
MGI:88077,Arsa,arylsulfatase A,15,,extrinsic component of external side of plasma membrane,,,ISO,RGD:1310381 ,J:155856 
MGI:88075,Arsb,arylsulfatase B,13,,cell surface,,,IDA,,J:215968 
MGI:88075,Arsb,arylsulfatase B,13,,cell surface,,,ISO,RGD:2158 ,J:155856 
MGI:107511,Art1,ADP-ribosyltransferase 1,7,,cell surface,,,IDA,,J:38778 
MGI:107511,Art1,ADP-ribosyltransferase 1,7,,cell surface,,PR:Q60935,IDA,,J:34530 
MGI:107545,Art2b,ADP-ribosyltransferase 2b,7,,anchored component of external side of plasma membrane,,,IDA,,J:42560 
MGI:1194915,Asic1,acid-sensing (proton-gated) ion channel 1,15,,cell surface,,,ISO,RGD:71062 ,J:155856 
MGI:1098567,Astn1,astrotactin 1,1,,external side of plasma membrane,,,IDA,,J:161514 
MGI:107801,Atp5b,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",10,,cell surface,,,ISO,P06576 ,J:164563 
MGI:1917745,Atp6ap2,"ATPase, H+ transporting, lysosomal accessory protein 2",X,,external side of plasma membrane,,,ISO,O75787 ,J:164563 
MGI:1196457,Atpif1,ATPase inhibitory factor 1,4,,cell surface,,,ISO,Q9UII2 ,J:164563 
MGI:1347244,Axl,AXL receptor tyrosine kinase,7,,cell surface,,,ISO,P30530 ,J:164563 
MGI:88127,B2m,beta-2 microglobulin,2,,external side of plasma membrane,is a part of T cell,,IDA,,J:1767 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,cell surface,is a part of sperm,,IDA,,J:43773 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,cell surface,is a part of sperm,PR:P15535-1,IDA,,J:20319 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,cell surface,,PR:P15535-1,IDA,,J:17178 J:28214 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,cell surface,"is a part of mammary gland epithelium,is a part of glandular epithelial cell",PR:P15535-1,IMP,MGI:2388614 ,J:36784 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,external side of plasma membrane,,,ISO,P15291 ,J:164563 
MGI:1929940,Bcam,basal cell adhesion molecule,7,,cell surface,is a part of epithelial cell,,IDA,,J:71478 
MGI:88158,Bgn,biglycan,X,,cell surface,,,ISS,P21810 ,J:14605 
MGI:88177,Bmp2,bone morphogenetic protein 2,2,,cell surface,,,ISO,P12643 ,J:164563 
MGI:1338820,Bmp10,bone morphogenetic protein 10,6,,cell surface,,,ISO,O95393 ,J:164563 
MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",14,,external side of plasma membrane,,,ISO,P36894 ,J:164563 
MGI:1095407,Bmpr2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",1,,cell surface,,,IDA,,J:77444 
MGI:2151153,Boc,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,16,,cell surface,,,TAS,,J:94846 
MGI:1277955,Bsn,bassoon,9,,cell surface,,,IDA,,J:177124 
MGI:2685613,Bsph1,binder of sperm protein homolog 1,7,,cell surface,,,IDA,,J:192441 
MGI:1924934,Bsph2,binder of sperm protein homolog 2,7,,cell surface,,,IBA,PTN001116154 ,J:161428 
MGI:1916800,Bst2,bone marrow stromal cell antigen 2,8,,cell surface,,,IDA,,J:187543 J:190272 
MGI:1916800,Bst2,bone marrow stromal cell antigen 2,8,,cell surface,,,ISO,RGD:727849 ,J:155856 
MGI:2658978,Btla,B and T lymphocyte associated,16,,external side of plasma membrane,is a part of lymphocyte,,IDA,,J:94873 
MGI:3606486,Btn2a2,"butyrophilin, subfamily 2, member A2",13,,cell surface,is a part of mature B cell|is a part of dendritic cell|is a part of peritoneal macrophage,,IDA,,J:202549 
MGI:1932027,Btnl1,butyrophilin-like 1,17,,cell surface,"is a part of small intestine,is a part of enterocyte",,IDA,,J:170826 
MGI:1194505,C1qbp,"complement component 1, q subcomponent binding protein",11,,cell surface,,,ISO,Q07021 ,J:164563 
MGI:88232,C5ar1,complement component 5a receptor 1,7,,cell surface,,,ISO,RGD:70553 ,J:155856 
MGI:1316660,Cacng2,"calcium channel, voltage-dependent, gamma subunit 2",15,,cell surface,,,ISO,RGD:71095 ,J:155856 
MGI:1859167,Cacng4,"calcium channel, voltage-dependent, gamma subunit 4",11,,cell surface,,,ISO,RGD:628804 ,J:155856 
MGI:88252,Calr,calreticulin,8,,cell surface,,,ISO,RGD:620288 ,J:155856 
MGI:88252,Calr,calreticulin,8,,external side of plasma membrane,is a part of egg cell,,IDA,,J:92195 
MGI:1100859,Capn5,calpain 5,7,,cell surface,,,ISO,O15484 ,J:164563 
MGI:1096574,Car4,carbonic anhydrase 4,11,,anchored component of external side of plasma membrane,,,ISO,P22748 ,J:164563 
MGI:1096574,Car4,carbonic anhydrase 4,11,,cell surface,,,ISO,P22748 ,J:164563 
MGI:1351351,Casr,calcium-sensing receptor,16,,cell surface,,,ISO,RGD:2277 ,J:155856 
MGI:102709,Cav1,"caveolin 1, caveolae protein",6,,cell surface,,,ISO,RGD:2280 ,J:155856 
MGI:107571,Cav2,caveolin 2,6,,cell surface,,,ISO,RGD:620348 ,J:155856 
MGI:107570,Cav3,caveolin 3,6,,cell surface,,,ISO,RGD:2281 ,J:155856 
MGI:1346316,Ccl19,chemokine (C-C motif) ligand 19,4,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 
MGI:1349182,Ccl21b,chemokine (C-C motif) ligand 21B (leucine),4,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,external side of plasma membrane,,,ISO,RGD:708446 ,J:155856 
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,external side of plasma membrane,,,ISO,P32246 ,J:164563 
MGI:106185,Ccr2,chemokine (C-C motif) receptor 2,9,,external side of plasma membrane,,,IDA,,J:197348 
MGI:107824,Ccr4,chemokine (C-C motif) receptor 4,9,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,cell surface,,,IDA,,J:200103 
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,cell surface,,,ISO,RGD:620596 ,J:155856 
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,cell surface,,,ISO,P51681 ,J:164563 
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,,,IDA,,J:197348 
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:118845 
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,,,ISO,P51681 ,J:68942 J:164563 
MGI:1333797,Ccr6,chemokine (C-C motif) receptor 6,17,,cell surface,,,IDA,,J:200103 
MGI:1333797,Ccr6,chemokine (C-C motif) receptor 6,17,,cell surface,,,ISO,P51684 ,J:164563 
MGI:1333797,Ccr6,chemokine (C-C motif) receptor 6,17,,external side of plasma membrane,,,IDA,,J:190936 
MGI:103011,Ccr7,chemokine (C-C motif) receptor 7,11,,cell surface,,,IDA,,J:200103 
MGI:103011,Ccr7,chemokine (C-C motif) receptor 7,11,,cell surface,,,ISO,P32248 ,J:164563 
MGI:103011,Ccr7,chemokine (C-C motif) receptor 7,11,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 
MGI:1341902,Ccr9,chemokine (C-C motif) receptor 9,9,,cell surface,,,ISO,P51686 ,J:164563 
MGI:1096320,Ccr10,chemokine (C-C motif) receptor 10,11,,cell surface,,,ISO,P46092 ,J:164563 
MGI:107674,Cd1d1,CD1d1 antigen,3,,cell surface,,,ISO,P15813 ,J:164563 
MGI:107674,Cd1d1,CD1d1 antigen,3,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:89707 
MGI:107674,Cd1d1,CD1d1 antigen,3,,external side of plasma membrane,,,IDA,,J:39748 J:76976 J:86243 J:140498 
MGI:107675,Cd1d2,CD1d2 antigen,3,,external side of plasma membrane,,,IDA,,J:76976 
MGI:88320,Cd2,CD2 antigen,3,,cell surface,,,ISO,P06729 ,J:164563 
MGI:88320,Cd2,CD2 antigen,3,,cell surface,,,ISO,RGD:2297 ,J:155856 
MGI:88320,Cd2,CD2 antigen,3,,external side of plasma membrane,is a part of T cell,,IDA,,J:142709 
MGI:88320,Cd2,CD2 antigen,3,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:17350 
MGI:88320,Cd2,CD2 antigen,3,,external side of plasma membrane,,,ISO,P06729 ,J:172134 
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,is a part of T cell,,IDA,,J:33466 J:53400 J:92334 J:98326 
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,,,IDA,,J:34311 J:143981 J:157744 J:189787 
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:17350 
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,is a part of blood cell,,IDA,,J:163607 
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,is a part of leukocyte,,IDA,,J:163829 
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,"is a part of thymus,is a part of T cell",,IDA,,J:27768 
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,,,ISO,P07766 ,J:73065 J:145327 
MGI:88335,Cd4,CD4 antigen,6,,cell surface,,,IDA,,J:129700 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of leukocyte,,IDA,,J:163829 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell",,IDA,,J:27768 J:31364 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of T cell,,IDA,,J:14194 J:39981 J:41170 J:53400 J:80063 J:92334 J:97996 J:152384 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of thymus,is a part of CD8-positive, alpha-beta T cell|is a part of thymus,is a part of CD4-positive, alpha-beta T cell",,IDA,,J:92721 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of thymus,is a part of T cell",,IDA,,J:29796 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of neutrophil,,IDA,,J:149909 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of blood,is a part of blood cell",,IDA,,J:63425 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of gamma-delta T cell,,IDA,,J:137854 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,,,IDA,,J:30163 J:34311 J:35057 J:39748 J:60915 J:86758 J:96628 J:98417 J:103896 J:120804 J:132871 J:140498 J:141145 J:141392 J:155686 J:157744 J:160369 J:165738 J:172134 J:174697 J:177992 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:113553 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of thymocyte,,IDA,,J:141431 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of spleen,is a part of T cell|is a part of thymus,is a part of T cell",,IDA,,J:29797 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,,,ISO,RGD:2306 ,J:155856 
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,,,ISO,P01730 ,J:145327 
MGI:88340,Cd5,CD5 antigen,19,,external side of plasma membrane,,,IDA,,J:25159 J:87927 J:120804 J:127719 J:189787 
MGI:88340,Cd5,CD5 antigen,19,,external side of plasma membrane,"is a part of peritoneal cavity,is a part of B cell",,IDA,,J:29797 
MGI:88340,Cd5,CD5 antigen,19,,external side of plasma membrane,is a part of T cell,,IDA,,J:7488 J:41170 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,cell surface,,,IDA,,J:86195 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,,,IDA,,J:34311 J:60915 J:86758 J:96628 J:98417 J:103896 J:120804 J:132871 J:140498 J:141145 J:143981 J:146983 J:155686 J:157744 J:172134 J:174697 J:177992 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,"is a part of blood,is a part of blood cell",,IDA,,J:63425 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,"is a part of thymus,is a part of CD8-positive, alpha-beta T cell|is a part of thymus,is a part of CD4-positive, alpha-beta T cell",,IDA,,J:92721 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,is a part of myeloid dendritic cell,,IDA,,J:91939 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,"is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell",,IDA,,J:31364 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,is a part of thymocyte,,IDA,,J:141431 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,is a part of leukocyte,,IDA,,J:163829 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,is a part of plasmacytoid dendritic cell,,IDA,,J:59927 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,is a part of neutrophil,,IDA,,J:149909 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,is a part of T cell,,IDA,,J:7488 J:39981 J:41170 J:53400 J:68956 J:92679 J:97996 J:113553 J:127083 J:152384 
MGI:88346,Cd8a,"CD8 antigen, alpha chain",6,,external side of plasma membrane,,,ISO,P01732 ,J:145327 
MGI:88347,Cd8b1,"CD8 antigen, beta chain 1",6,,cell surface,,,IDA,,J:86195 
MGI:88347,Cd8b1,"CD8 antigen, beta chain 1",6,,external side of plasma membrane,is a part of T cell,,IDA,,J:39981 J:68956 J:92679 
MGI:88347,Cd8b1,"CD8 antigen, beta chain 1",6,,external side of plasma membrane,,,IDA,,J:60915 
