0610005C13Rik
1700034H15Rik
1700034I23Rik
1700034J05Rik
1700034K08Rik
1700034O15Rik
1700034P13Rik
1700036G14Rik
1700037C18Rik
1700037H04Rik
1700039E15Rik
1700039E22Rik
1700040I03Rik
1700040L02Rik
1700040N02Rik
1700041C23Rik
1700041M19Rik
1700042B14Rik
1700042G07Rik
1700042G15Rik
1700042O10Rik
1700044C05Rik
1700044K03Rik
1700045H11Rik
1700045I19Rik
1700046C09Rik
1700047G03Rik
1700047I17Rik2
1700047L14Rik
1700047M11Rik
1700048M11Rik
1700048O20Rik
1700049E15Rik
1700049E22Rik
1700049G17Rik
1700049L16Rik
1700051A21Rik
1700052I22Rik
1700052K11Rik
1700052N19Rik
1700054A03Rik
1700054K19Rik
1700054M17Rik
1700054N08Rik
1700054O13Rik
1700055C04Rik
1700055N04Rik
1700056E22Rik
1700057G04Rik
1700057H15Rik
1700057K13Rik
1700058G18Rik
1700060C16Rik
1700060C20Rik
1700061F12Rik
1700061G19Rik
1700061I17Rik
1700061J05Rik
1700063A18Rik
1700063D05Rik
1700063O14Rik
1700064J06Rik
1700064M15Rik
1700065D16Rik
1700065I16Rik
1700065I17Rik
1700065J11Rik
1700065J18Rik
1700065O20Rik
1700066B17Rik
1700066B19Rik
1700066J24Rik
1700066M21Rik
1700066N21Rik
1700066O22Rik
1700067G17Rik
1700067K01Rik
1700067P10Rik
1700069L16Rik
1700069P05Rik
1700071K01Rik
1700071M16Rik
1700072B07Rik
1700072O05Rik
1700073E17Rik
1700074H08Rik
1700074P13Rik
1700080E11Rik
1700080N15Rik
1700080O16Rik
1700081H04Rik
1700081H22Rik
1700081L11Rik
1700084C01Rik
1700084E18Rik
1700084F23Rik
1700084J12Rik
1700085B03Rik
1700085C21Rik
1700086L19Rik
1700086O06Rik
1700088E04Rik
1700090G07Rik
1700091E21Rik
1700092C02Rik
1700092C10Rik
1700092E19Rik
1700092K14Rik
1700092M07Rik
1700093K21Rik
1700094D03Rik
1700094J05Rik
1700094M24Rik
1700095A21Rik
1700095B10Rik
1700095B22Rik
1700096J18Rik
1700096K18Rik
1700097N02Rik
1700100L14Rik
1700101E01Rik
1700101I11Rik
1700101O22Rik
1700102H20Rik
1700102P08Rik
1700104A03Rik
1700105P06Rik
1700106J16Rik
1700106N22Rik
1700108F19Rik
1700108J01Rik
1700108M19Rik
1700109F18Rik
1700109G14Rik
1700109G15Rik
1700109H08Rik
1700109I08Rik
1700110C19Rik
1700110I01Rik
1700110K17Rik
1700110M21Rik
1700111N16Rik
1700112E06Rik
1700112H15Rik
1700113A16Rik
1700113H08Rik
1700113I22Rik
1700119H24Rik
1700120C14Rik
1700120E14Rik
1700120G07Rik
1700120K04Rik
1700121L16Rik
1700121N20Rik
1700122O11Rik
1700123I01Rik
1700123K08Rik
1700123L14Rik
1700123M08Rik
1700123O12Rik
1700123O20Rik
1700123O21Rik
1700125D06Rik
1700125G02Rik
1700125G22Rik
1700125H03Rik
1700125H20Rik
1700126H18Rik
1700128A07Rik
1700128F08Rik
1700129C05Rik
1810006J02Rik
1810006K21Rik
1810007C17Rik
1810007D17Rik
1810007I06Rik
1810008A18Rik
1810008I18Rik
1810009A15Rik
1810009J06Rik
1810010D01Rik
1810010H24Rik
1810011H11Rik
1810011O10Rik
1810012K16Rik
1810012P15Rik
1810013A23Rik
1810013D10Rik
1810013L24Rik
1810014B01Rik
1810014F10Rik
1810018F18Rik
1810019D21Rik
1810019J16Rik
1810020D17Rik
1810020O05Rik
1810021B22Rik
1810022K09Rik
1810024B03Rik
1810026B05Rik
1810026J23Rik
1810027O10Rik
1810029B16Rik
1810030J14Rik
1810030N24Rik
1810030O07Rik
1810031K17Rik
1810032O08Rik
1810033B17Rik
1810034E14Rik
1810035I16Rik
1810035L17Rik
1810037I17Rik
1810041L15Rik
1810043G02Rik
1810043H04Rik
1810044D09Rik
1810046J19Rik
1810046K07Rik
1810048J11Rik
1810049H13Rik
1810053B23Rik
1810055G02Rik
1810058I24Rik
1810062G17Rik
1810062O18Rik
1810063B05Rik
1810063B07Rik
1810064F22Rik
1810065E05Rik
1810074P20Rik
2010001E11Rik
2010001M06Rik
2010001M09Rik
2010002M12Rik
2010002N04Rik
2010003K11Rik
2010003K15Rik
2010003O02Rik
2010005H15Rik
2010009K17Rik
2010010A06Rik
2010011I20Rik
2010012O05Rik
2010015L04Rik
2010016I18Rik
2010106C02Rik
2010106E10Rik
2010106G01Rik
2010107E04Rik
2010107G12Rik
2010107G23Rik
2010107H07Rik
2010109A12Rik
2010109I03Rik
2010109K11Rik
2010110P09Rik
2010111I01Rik
2010204K13Rik
2010300C02Rik
2010305A19Rik
2010308F09Rik
2010310C07Rik
2010315B03Rik
2010317E24Rik
2010320M18Rik
2010321M09Rik
2200002D01Rik
2200002J24Rik
2200002K05Rik
2210009G21Rik
2210010C04Rik
2210010C17Rik
2210012G02Rik
2210013O21Rik
2210015D19Rik
2210016F16Rik
2210016L21Rik
2210018M11Rik
2210019I11Rik
2210020M01Rik
2210021J22Rik
2210039B01Rik
2210403K04Rik
2210404J11Rik
2210404O07Rik
2210404O09Rik
2210407C18Rik
2210408F21Rik
2210408I21Rik
2210409D07Rik
2210409E12Rik
2210411K11Rik
2210414B05Rik
2210415F13Rik
2210416O15Rik
2210417A02Rik
2210417K05Rik
2210420H20Rik
2300002M23Rik
2300003K06Rik
2300005B03Rik
2300009A05Rik
2310001A20Rik
2310001H17Rik
2310001H18Rik
2310001K24Rik
2310002D06Rik
2310002J15Rik
2310002L09Rik
2310002L13Rik
2310003C23Rik
2310003F16Rik
2310003H01Rik
2310003L22Rik
2310004I24Rik
2310004N24Rik
2310005A03Rik
2310005E17Rik
2310005G13Rik
2310007B03Rik
2310007L24Rik
2310008H04Rik
2310008H09Rik
2310008N11Rik
2310009A05Rik
2310009B15Rik
2310010J17Rik
2310010M20Rik
2310011J03Rik
2310014F07Rik
2310014L17Rik
2310015A10Rik
2310015B20Rik
2310015D24Rik
2310016D03Rik
2310016M24Rik
2310020H05Rik
2310021P13Rik
2310022A10Rik
2310022B05Rik
2310028H24Rik
2310030A07Rik
2310030G06Rik
2310030N02Rik
2310033E01Rik
2310033P09Rik
2310034C09Rik
2310034G01Rik
2310034O05Rik
2310035C23Rik
2310035K24Rik
2310036O22Rik
2310037I24Rik
2310039H08Rik
2310039L15Rik
2310040G24Rik
2310042D19Rik
2310042E22Rik
2310043J07Rik
2310043L19Rik
2310043O21Rik
2310044G17Rik
2310044H10Rik
2310045N01Rik
2310046A06Rik
2310046O06Rik
2310047B19Rik
2310047M10Rik
2310050B05Rik
2310050C09Rik
2310057J18Rik
2310057M21Rik
2310057N15Rik
2310061C15Rik
2310061I04Rik
2310061J03Rik
2310061N02Rik
2310065F04Rik
2310067B10Rik
2310068J16Rik
2310069B03Rik
2310069G16Rik
2310079F23Rik
2310079G19Rik
2310081J21Rik
2400001E08Rik
2400003C14Rik
2400009B08Rik
2410001C21Rik
2410002F23Rik
2410002I01Rik
2410002O22Rik
2410003K15Rik
2410003L11Rik
2410004A20Rik
2410004B18Rik
2410004I01Rik
2410004N09Rik
2410004P03Rik
2410006H16Rik
2410007B07Rik
2410012E07Rik
2410012M07Rik
2410015M20Rik
2410016O06Rik
2410017I17Rik
2410017P09Rik
2410018L13Rik
2410018M08Rik
2410021H03Rik
2410022L05Rik
2410042D21Rik
2410057H14Rik
2410066E13Rik
2410075B13Rik
2410076I21Rik
2410088K16Rik
2410089E03Rik
2410091C18Rik
2410114N07Rik
2410124H12Rik
2410127L17Rik
2410131K14Rik
2410137F16Rik
2410137M14Rik
2410141K09Rik
2500003M10Rik
2500004C02Rik
2510002D24Rik
2510003D18Rik
2510003E04Rik
2510006D16Rik
2510009E07Rik
2510012J08Rik
2510039O18Rik
2510049J12Rik
2600006L11Rik
2610001J05Rik
2610002D18Rik
2610002I17Rik
2610002J02Rik
2610002M06Rik
2610005L07Rik
2610008E11Rik
2610015P09Rik
2610016A17Rik
2610017I09Rik
2610018G03Rik
2610019E17Rik
2610019F03Rik
2610020C07Rik
2610020H08Rik
2610021K21Rik
2610027L16Rik
2610028E06Rik
2610028H24Rik
2610029G23Rik
2610029I01Rik
2610034B18Rik
2610034M16Rik
2610035D17Rik
2610035F20Rik
2610037D02Rik
2610039C10Rik
2610044O15Rik
2610100L16Rik
2610101N10Rik
2610109H07Rik
2610203C20Rik
2610203C22Rik
2610204G22Rik
2610206C17Rik
2610301B20Rik
2610301G19Rik
2610305D13Rik
2610306M01Rik
2610307P16Rik
2610316D01Rik
2610318N02Rik
2610507B11Rik
2610507I01Rik
2610524H06Rik
2610528A11Rik
2610528E23Rik
2610528J11Rik
2700007P21Rik
2700023E23Rik
2700029M09Rik
2700038G22Rik
2700046A07Rik
2700046G09Rik
2700049A03Rik
2700050L05Rik
2700054A10Rik
2700060E02Rik
2700062C07Rik
2700069I18Rik
2700070H01Rik
2700078E11Rik
2700081L22Rik
2700081O15Rik
2700086A05Rik
2700089E24Rik
2700089I24Rik
2700090O03Rik
2700094K13Rik
2700097O09Rik
2700099C18Rik
2810001G20Rik
2810002D19Rik
2810002N01Rik
2810004N23Rik
2810006K23Rik
2810007J24Rik
2810008D09Rik
2810008M24Rik
2810011L19Rik
2810013P06Rik
2810021B07Rik
2810021J22Rik
2810025M15Rik
2810029C07Rik
2810030E01Rik
2810032G03Rik
2810046L04Rik
2810047C21Rik1
2810049E08Rik
2810055F11Rik
2810055G20Rik
2810403A07Rik
2810403D21Rik
2810404M03Rik
2810405F15Rik
2810405K02Rik
2810407C02Rik
2810408A11Rik
2810408I11Rik
2810408M09Rik
2810410L24Rik
2810417H13Rik
2810422J05Rik
2810422O20Rik
2810428I15Rik
2810429I04Rik
2810432D09Rik
2810432L12Rik
2810433D01Rik
2810442I21Rik
2810442N19Rik
2810453I06Rik
2810454H06Rik
2810459M11Rik
2810468N07Rik
2810471M01Rik
2810474O19Rik
2900002K06Rik
2900005J15Rik
2900006K08Rik
2900008C10Rik
2900009J06Rik
2900010M23Rik
2900011O08Rik
2900026A02Rik
2900041M22Rik
2900052N01Rik
2900053A13Rik
2900055J20Rik
2900056M20Rik
2900057B20Rik
2900060B14Rik
2900064A13Rik
2900076A07Rik
2900079G21Rik
2900092C05Rik
2900092D14Rik
2900092E17Rik
2900093L17Rik
2900097C17Rik
3000002C10Rik
3010001F23Rik
3010026O09Rik
3100003L05Rik
3110001D03Rik
3110001I22Rik
3110002H16Rik
3110003A17Rik
3110007F17Rik
3110009E18Rik
3110009F21Rik
3110015C05Rik
3110021A11Rik
3110021N24Rik
3110035E14Rik
3110039I08Rik
3110039M20Rik
3110040N11Rik
3110043O21Rik
3110045C21Rik
3110047P20Rik
3110052M02Rik
3110056K07Rik
3110056O03Rik
3110057O12Rik
3110062M04Rik
3110070M22Rik
3110079O15Rik
3110082D06Rik
3110082I17Rik
3110082J24Rik
3110099E03Rik
3200001D21Rik
3200002M19Rik
3230401D17Rik
3300002I08Rik
3300005D01Rik
3425401B19Rik
3632451O06Rik
3632454L22Rik
3830403N18Rik
3830406C13Rik
3830408C21Rik
3830417A13Rik
3830431G21Rik
3930402G23Rik
4430402I18Rik
4632411B12Rik
4632415K11Rik
4632415L05Rik
4632427E13Rik
4632428C04Rik
4632428N05Rik
4632434I11Rik
4732415M23Rik
4732416N19Rik
4732418C07Rik
4732456N10Rik
4732471D19Rik
4732471J01Rik
4732490B19Rik
4732491K20Rik
4831426I19Rik
4831440E17Rik
4832428D23Rik
4833403I15Rik
4833412C05Rik
4833417C18Rik
4833418N02Rik
4833419F23Rik
4833420G17Rik
4833422C13Rik
4833423E24Rik
4833424O15Rik
4833427F10Rik
4833427G06Rik
4833428L15Rik
4833439L19Rik
4833442J19Rik
4921501E09Rik
4921504E06Rik
4921506M07Rik
4921507L20Rik
4921507P07Rik
4921508A21Rik
4921508D12Rik
4921509C19Rik
4921509O07Rik
4921510H08Rik
4921511C10Rik
4921511C20Rik
4921511H03Rik
4921511I17Rik
4921511M17Rik
4921513D23Rik
4921513I03Rik
4921515E04Rik
4921515J06Rik
4921517D21Rik
4921517D22Rik
4921517L17Rik
4921523A10Rik
4921524J17Rik
4921524L21Rik
4921525B02Rik
4921525O09Rik
4921528I01Rik
4921528O07Rik
4921530D09Rik
4921530L18Rik
4921530L21Rik
4921531C22Rik
4921531P14Rik
4921533I20Rik
4921536K21Rik
4921539E11Rik
4922501C03Rik
4922501L14Rik
4922502D21Rik
4922502H24Rik
4922502N22Rik
4922505E12Rik
4922505G16Rik
4930401C15Rik
4930401O10Rik
4930401O12Rik
4930402F06Rik
4930402F11Rik
4930402H24Rik
4930403N07Rik
4930404A05Rik
4930404A10Rik
4930404H11Rik
4930404H21Rik
4930404I05Rik
4930404N11Rik
4930405A10Rik
4930405A21Rik
4930405D11Rik
4930405J17Rik
4930405P13Rik
4930406D18Rik
4930407I10Rik
4930408F14Rik
4930412B13Rik
4930412C18Rik
4930412F15Rik
4930412O13Rik
4930413E15Rik
4930413F20Rik
4930413G21Rik
4930413M19Rik
4930414L22Rik
4930414N06Rik
4930415F15Rik
4930415L06Rik
4930415O20Rik
4930417G10Rik
4930417O13Rik
4930417O22Rik
4930419G24Rik
4930420K17Rik
4930422G04Rik
4930423M02Rik
4930425K10Rik
4930425O10Rik
4930426L09Rik
4930427A07Rik
4930428D18Rik
4930428E07Rik
4930428E23Rik
4930428G15Rik
4930428O21Rik
4930429B21Rik
4930429D17Rik
4930429F11Rik
4930429F24Rik
4930430A15Rik
4930430D24Rik
4930430F08Rik
4930430F21Rik
4930430J02Rik
4930431A04Rik
4930431P03Rik
4930432J09Rik
4930432K09Rik
4930432K21Rik
4930432M17Rik
4930433B08Rik
4930433I11Rik
4930433N12Rik
4930434J06Rik
4930435E12Rik
4930438E09Rik
4930440C22Rik
4930441J16Rik
4930441O14Rik
4930442J19Rik
4930442L01Rik
4930443G12Rik
4930443O20Rik
4930444A02Rik
4930444F02Rik
4930444G20Rik
4930444M15Rik
4930444P10Rik
4930447A16Rik
4930447C04Rik
4930447J18Rik
4930447K03Rik
4930447N08Rik
4930448C13Rik
4930448F12Rik
4930448H16Rik
4930448I06Rik
4930448I18Rik
4930448K20Rik
4930449E01Rik
4930449E18Rik
4930449I24Rik
4930451C15Rik
4930451I11Rik
4930452A19Rik
4930452B06Rik
4930452G13Rik
4930452N14Rik
4930453H23Rik
4930453N24Rik
4930455B14Rik
4930455C13Rik
4930455C21Rik
4930455D15Rik
4930455F16Rik
4930455F23Rik
4930455H04Rik
4930455J16Rik
4930456L15Rik
4930458L03Rik
4930459L07Rik
4930461G14Rik
4930465A12Rik
4930465K10Rik
4930465M20Rik
4930467D21Rik
4930467E23Rik
4930467K11Rik
4930468A15Rik
4930469G21Rik
4930470H14Rik
4930470P17Rik
4930471C04Rik
4930471G03Rik
4930471I20Rik
4930471M09Rik
4930471M23Rik
4930473A02Rik
4930473A06Rik
4930473O22Rik
4930474G06Rik
4930474H20Rik
4930474M22Rik
4930474N05Rik
4930474N09Rik
4930478L05Rik
4930478P22Rik
4930479D17Rik
4930479M11Rik
4930480E11Rik
4930480G23Rik
4930480K15Rik
4930480M12Rik
4930481A15Rik
4930483J18Rik
4930483K19Rik
4930483O08Rik
4930486F22Rik
4930486I03Rik
4930486L24Rik
4930487D11Rik
4930487H11Rik
4930488B22Rik
4930488L21Rik
4930500F04Rik
4930500J02Rik
4930500L23Rik
4930502A04Rik
4930502E09Rik
4930502E18Rik
4930503B20Rik
4930503E14Rik
4930503E24Rik
4930503H13Rik
4930503L19Rik
4930503O07Rik
4930504O13Rik
4930505A04Rik
4930505G20Rik
4930506M07Rik
4930507D05Rik
4930509E16Rik
4930509J09Rik
4930509K18Rik
4930511A02Rik
4930511E03Rik
4930511I11Rik
4930511M06Rik
4930511M11Rik
4930512B01Rik
4930513D17Rik
4930513N10Rik
4930513O06Rik
4930515B02Rik
4930515G01Rik
4930515G16Rik
4930515L03Rik
4930515L19Rik
4930517E11Rik
4930518P08Rik
4930519D14Rik
4930519F09Rik
4930519F16Rik
4930519F24Rik
4930519G04Rik
4930519H02Rik
4930520O04Rik
4930520P13Rik
4930521A18Rik
4930521E06Rik
4930522H14Rik
4930522O17Rik
4930523C07Rik
4930523O13Rik
4930524B15Rik
4930524C18Rik
4930524E20Rik
4930524L23Rik
4930524N10Rik
4930524O05Rik
4930524O08Rik
4930525D18Rik
4930525F21Rik
4930525G20Rik
4930525M21Rik
4930526D03Rik
4930526I15Rik
4930526L06Rik
4930527F14Rik
4930527G23Rik
4930528A17Rik
4930528D03Rik
4930528F23Rik
4930528P14Rik
4930529C04Rik
4930529F22Rik
4930529F24Rik
4930529K09Rik
4930529L06Rik
4930529M08Rik
4930533B01Rik
4930533P14Rik
4930534B04Rik
4930538K18Rik
4930539C22Rik
4930539E08Rik
4930539J05Rik
4930539M17Rik
4930539N22Rik
4930540M03Rik
4930542C21Rik
4930542D17Rik
4930542H20Rik
4930543E12Rik
4930544D05Rik
4930544G11Rik
4930544M13Rik
4930544O15Rik
4930545E07Rik
4930545H06Rik
4930545L23Rik
4930546C10Rik
4930546K05Rik
4930547C10Rik
4930547E08Rik
4930547E14Rik
4930547N16Rik
4930548G14Rik
4930548H24Rik
4930548J01Rik
4930548K13Rik
4930549C01Rik
4930549G23Rik
4930550C14Rik
4930550L24Rik
4930552N02Rik
4930552P12Rik
4930553E22Rik
4930554C24Rik
4930555B11Rik
4930555G01Rik
4930555I21Rik
4930556C24Rik
4930556G01Rik
4930556J02Rik
4930556M19Rik
4930556N09Rik
4930557A04Rik
4930557J02Rik
4930558C23Rik
4930558G05Rik
4930558J18Rik
4930558K02Rik
4930562C15Rik
4930562F07Rik
4930563D23Rik
4930563E18Rik
4930563E22Rik
4930563F08Rik
4930563M20Rik
4930564B18Rik
4930564D02Rik
4930564G21Rik
4930564K09Rik
4930565A17
4930565D16Rik
4930565N06Rik
4930567H12Rik
4930567H17Rik
4930567J20Rik
4930567K20Rik
4930568D16Rik
4930568E12Rik
4930568G15Rik
4930568K20Rik
4930570G19Rik
4930571K23Rik
4930572J05Rik
4930572K03Rik
4930572O13Rik
4930573O16Rik
4930578C19Rik
4930578E11Rik
4930578I06Rik
4930578M01Rik
4930578N16Rik
4930578N18Rik
4930579C15Rik
4930579F01Rik
4930579G18Rik
4930579G22Rik
4930579G24Rik
4930579K19Rik
4930581F22Rik
4930583H14Rik
4930583K01Rik
4930583P06Rik
4930584F24Rik
4930588N13Rik
4930590J08Rik
4930590L20Rik
4930591A17Rik
4930592A05Rik
4930592I03Rik
4930593A02Rik
4930593C16Rik
4930594C11Rik
4930595M18Rik
4930596D02Rik
4930596M17Rik
4930597G03Rik
4930598F16Rik
4930599N23Rik
4931402G19Rik
4931403E22Rik
4931403G20Rik
4931406B18Rik
4931406C07Rik
4931406H21Rik
4931406P16Rik
4931407G18Rik
4931408A02Rik
4931408C20Rik
4931408D14Rik
4931409K22Rik
4931414P19Rik
4931417E11Rik
4931417G12Rik
4931419H13Rik
4931420L22Rik
4931423N10Rik
4931428F04Rik
4931428L18Rik
4931429I11Rik
4931429L15Rik
4931429P17Rik
4931430N09Rik
4931431B13Rik
4931431C16Rik
4931431F19Rik
4931440F15Rik
4931440J10Rik
4931440L10Rik
4931440P22Rik
4932411E22Rik
4932411G14Rik
4932411L15
4932411N23Rik
4932412D23Rik
4932412H11Rik
4932413F04Rik
4932414J04Rik
4932414N04Rik
4932415G12Rik
4932415M13Rik
4932416H05Rik
4932416K20Rik
4932418E24Rik
4932425I24Rik
4932429P05Rik
4932435O22Rik
4932438A13Rik
4932438H23Rik
4932441B19Rik
4932441J04Rik
4932443I19Rik
4932702P03Rik
4933400A11Rik
4933400B14Rik
4933400C05Rik
4933400C23
4933400F21Rik
4933400L20Rik
4933401B06Rik
4933401D09Rik
4933401H06Rik
4933401P06Rik
4933402C06Rik
4933402D24Rik
4933402E13Rik
4933402J07Rik
4933402J10Rik
4933402J15Rik
4933402N03Rik
4933402N22Rik
4933402P03Rik
4933403F05Rik
4933403G14Rik
4933403O08Rik
4933404G15Rik
4933404K08Rik
4933404M02Rik
4933404O12Rik
4933405D12Rik
4933405E24Rik
4933405L10Rik
4933405O20Rik
4933406C10Rik
4933406D12Rik
4933406F09Rik
4933406G16Rik
4933406I18Rik
4933406J08Rik
4933406J10Rik
4933406K04Rik
4933406M09Rik
4933407C03Rik
4933407E24Rik
4933407G14Rik
4933407H18Rik
4933407I05Rik
4933407K13Rik
4933407L21Rik
4933407P14Rik
4933408B17Rik
4933408J17Rik
4933408N05Rik
4933409G03Rik
4933409K07Rik
4933411E08Rik
4933411G06Rik
4933411G11Rik
4933411K16Rik
4933411K20Rik
4933412E12Rik
4933412E24Rik
4933412O06Rik
4933413G19Rik
4933413J09Rik
4933413L06Rik
4933415F23Rik
4933416C03Rik
4933416E03Rik
4933416I08Rik
4933416M06Rik
4933416M07Rik
4933417A18Rik
4933417D19Rik
4933417E11Rik
4933417G07Rik
4933417O13Rik
4933421E11Rik
4933421I07Rik
4933421O10Rik
4933422A05Rik
