"","nGene","nReads","orig.ident"
"A16.MAA000935.3_8_M.1.1",879,268350,"Brain_Non-Myeloid"
"A16.MAA000941.3_8_M.1.1",3452,1046978,"Brain_Non-Myeloid"
"A16.MAA000942.3_8_M.1.1",2996,166320,"Brain_Non-Myeloid"
"A16.MAA000944.3_9_M.1.1",6513,1334626,"Brain_Non-Myeloid"
"A16.MAA001894.3_39_F.1.1",1621,78359,"Brain_Non-Myeloid"
"A17.B003275.3_38_F.1.1",1779,606102,"Brain_Non-Myeloid"
"A17.B003290.3_38_F.1.1",6155,680177,"Brain_Non-Myeloid"
"A17.MAA000560.3_10_M.1.1",2797,599890,"Brain_Non-Myeloid"
"A17.MAA000561.3_10_M.1.1",5040,1506466,"Brain_Non-Myeloid"
"A17.MAA000581.3_10_M.1.1",2640,1238977,"Brain_Non-Myeloid"
"A17.MAA000641.3_9_M.1.1",502,161362,"Brain_Non-Myeloid"
"A17.MAA001895.3_38_F.1.1",2465,81464,"Brain_Non-Myeloid"
"A18.B000621.3_56_F.1.1",522,79156,"Brain_Non-Myeloid"
"A18.MAA000560.3_10_M.1.1",3539,989865,"Brain_Non-Myeloid"
"A18.MAA000561.3_10_M.1.1",7037,1860680,"Brain_Non-Myeloid"
"A18.MAA000578.3_10_M.1.1",2926,954983,"Brain_Non-Myeloid"
"A18.MAA000581.3_10_M.1.1",3282,2134652,"Brain_Non-Myeloid"
"A18.MAA000926.3_9_M.1.1",3082,379684,"Brain_Non-Myeloid"
"A18.MAA000930.3_8_M.1.1",3193,268344,"Brain_Non-Myeloid"
"A18.MAA000932.3_11_M.1.1",2018,390662,"Brain_Non-Myeloid"
"A18.MAA000935.3_8_M.1.1",5791,4260215,"Brain_Non-Myeloid"
"A18.MAA000941.3_8_M.1.1",2405,810006,"Brain_Non-Myeloid"
"A18.MAA000942.3_8_M.1.1",4290,490333,"Brain_Non-Myeloid"
"A18.MAA000944.3_9_M.1.1",3739,1646642,"Brain_Non-Myeloid"
"A18.MAA001845.3_39_F.1.1",1766,131945,"Brain_Non-Myeloid"
"A19.B003275.3_38_F.1.1",3528,865416,"Brain_Non-Myeloid"
"A19.B003728.3_56_F.1.1",2104,180722,"Brain_Non-Myeloid"
"A19.MAA000550.3_10_M.1.1",5812,4428540,"Brain_Non-Myeloid"
"A19.MAA000560.3_10_M.1.1",3714,1497181,"Brain_Non-Myeloid"
"A19.MAA000561.3_10_M.1.1",5883,1478307,"Brain_Non-Myeloid"
"A19.MAA000581.3_10_M.1.1",3036,2619913,"Brain_Non-Myeloid"
"A19.MAA000926.3_9_M.1.1",3087,508397,"Brain_Non-Myeloid"
"A19.MAA000930.3_8_M.1.1",2167,132157,"Brain_Non-Myeloid"
"A19.MAA000944.3_9_M.1.1",761,401072,"Brain_Non-Myeloid"
"A2.B003277.3_39_F.1.1",522,123914,"Brain_Non-Myeloid"
"A2.B003290.3_38_F.1.1",3568,618341,"Brain_Non-Myeloid"
"A2.MAA000560.3_10_M.1.1",1649,486881,"Brain_Non-Myeloid"
"A2.MAA000932.3_11_M.1.1",1914,333168,"Brain_Non-Myeloid"
"A2.MAA000935.3_8_M.1.1",3685,7445009,"Brain_Non-Myeloid"
"A2.MAA000941.3_8_M.1.1",2265,858565,"Brain_Non-Myeloid"
"A2.MAA000942.3_8_M.1.1",2612,196521,"Brain_Non-Myeloid"
"A2.MAA000944.3_9_M.1.1",531,351921,"Brain_Non-Myeloid"
"A2.MAA001854.3_38_F.1.1",532,381602,"Brain_Non-Myeloid"
"A20.B003274.3_38_F.1.1",1716,1178194,"Brain_Non-Myeloid"
"A20.B003275.3_38_F.1.1",1754,229276,"Brain_Non-Myeloid"
"A20.B003277.3_39_F.1.1",3576,7392065,"Brain_Non-Myeloid"
"A20.B003290.3_38_F.1.1",4053,696644,"Brain_Non-Myeloid"
"A20.MAA000550.3_10_M.1.1",4447,2596928,"Brain_Non-Myeloid"
"A20.MAA000560.3_10_M.1.1",4098,1405432,"Brain_Non-Myeloid"
"A20.MAA000561.3_10_M.1.1",3529,1110910,"Brain_Non-Myeloid"
"A20.MAA000564.3_10_M.1.1",4255,583602,"Brain_Non-Myeloid"
"A20.MAA000581.3_10_M.1.1",3619,1871815,"Brain_Non-Myeloid"
"A20.MAA000926.3_9_M.1.1",4433,586763,"Brain_Non-Myeloid"
"A20.MAA000944.3_9_M.1.1",4425,2063348,"Brain_Non-Myeloid"
"A20.MAA000947.3_9_M.1.1",3602,65172,"Brain_Non-Myeloid"
"A21.B003275.3_38_F.1.1",3639,1071521,"Brain_Non-Myeloid"
"A21.B003277.3_39_F.1.1",3371,9760586,"Brain_Non-Myeloid"
"A21.B003290.3_38_F.1.1",1798,344932,"Brain_Non-Myeloid"
"A21.MAA000424.3_11_M.1.1",6105,2027047,"Brain_Non-Myeloid"
"A21.MAA000560.3_10_M.1.1",3373,1090835,"Brain_Non-Myeloid"
"A21.MAA000561.3_10_M.1.1",6169,1375060,"Brain_Non-Myeloid"
"A21.MAA000581.3_10_M.1.1",3415,2455911,"Brain_Non-Myeloid"
"A21.MAA000925.3_9_M.1.1",3120,897612,"Brain_Non-Myeloid"
"A21.MAA000926.3_9_M.1.1",1856,189020,"Brain_Non-Myeloid"
"A21.MAA000930.3_8_M.1.1",4777,562345,"Brain_Non-Myeloid"
"A21.MAA000944.3_9_M.1.1",2733,1444624,"Brain_Non-Myeloid"
"A21.MAA001894.3_39_F.1.1",1681,107971,"Brain_Non-Myeloid"
"A21.MAA001895.3_38_F.1.1",1818,53833,"Brain_Non-Myeloid"
"A22.B003275.3_38_F.1.1",5379,1759098,"Brain_Non-Myeloid"
"A22.MAA000424.3_11_M.1.1",2672,726370,"Brain_Non-Myeloid"
"A22.MAA000560.3_10_M.1.1",2078,258062,"Brain_Non-Myeloid"
"A22.MAA000561.3_10_M.1.1",5982,1629336,"Brain_Non-Myeloid"
"A22.MAA000564.3_10_M.1.1",2533,625531,"Brain_Non-Myeloid"
"A22.MAA000581.3_10_M.1.1",1924,1828125,"Brain_Non-Myeloid"
"A22.MAA000641.3_9_M.1.1",4938,4746283,"Brain_Non-Myeloid"
"A22.MAA000923.3_9_M.1.1",2580,490812,"Brain_Non-Myeloid"
"A22.MAA000926.3_9_M.1.1",3666,820955,"Brain_Non-Myeloid"
"A22.MAA000935.3_8_M.1.1",1815,268564,"Brain_Non-Myeloid"
"A22.MAA000940.3_8_M.1.1",3291,156308,"Brain_Non-Myeloid"
"A22.MAA001895.3_38_F.1.1",2986,102941,"Brain_Non-Myeloid"
"A3.B003290.3_38_F.1.1",3278,546476,"Brain_Non-Myeloid"
"A3.MAA000560.3_10_M.1.1",4375,1022533,"Brain_Non-Myeloid"
"A3.MAA000564.3_10_M.1.1",3173,498667,"Brain_Non-Myeloid"
"A3.MAA000615.3_10_M.1.1",2382,190770,"Brain_Non-Myeloid"
"A3.MAA000928.3_9_M.1.1",3288,258492,"Brain_Non-Myeloid"
"A3.MAA000930.3_8_M.1.1",3232,1303217,"Brain_Non-Myeloid"
"A3.MAA000932.3_11_M.1.1",2197,467435,"Brain_Non-Myeloid"
"A3.MAA000944.3_9_M.1.1",2645,1806669,"Brain_Non-Myeloid"
"A3.MAA001854.3_38_F.1.1",2467,3960105,"Brain_Non-Myeloid"
"A3.MAA001894.3_39_F.1.1",5595,583320,"Brain_Non-Myeloid"
"A3.MAA001895.3_38_F.1.1",1785,78117,"Brain_Non-Myeloid"
"A4.B003290.3_38_F.1.1",1822,359129,"Brain_Non-Myeloid"
"A4.MAA000560.3_10_M.1.1",3656,1044384,"Brain_Non-Myeloid"
"A4.MAA000563.3_10_M.1.1",3427,1174277,"Brain_Non-Myeloid"
"A4.MAA000578.3_10_M.1.1",1960,241019,"Brain_Non-Myeloid"
"A4.MAA000615.3_10_M.1.1",3949,733856,"Brain_Non-Myeloid"
"A4.MAA000641.3_9_M.1.1",1334,178260,"Brain_Non-Myeloid"
"A4.MAA000902.3_11_M.1.1",2613,2075121,"Brain_Non-Myeloid"
"A4.MAA000930.3_8_M.1.1",541,90333,"Brain_Non-Myeloid"
"A4.MAA000932.3_11_M.1.1",4194,789947,"Brain_Non-Myeloid"
"A4.MAA000942.3_8_M.1.1",2333,135005,"Brain_Non-Myeloid"
"A4.MAA000944.3_9_M.1.1",5219,2027976,"Brain_Non-Myeloid"
"A4.MAA001894.3_39_F.1.1",2780,170362,"Brain_Non-Myeloid"
"A4.MAA001895.3_38_F.1.1",3173,175251,"Brain_Non-Myeloid"
"A5.B003290.3_38_F.1.1",3161,506944,"Brain_Non-Myeloid"
"A5.MAA000424.3_11_M.1.1",2950,370303,"Brain_Non-Myeloid"
"A5.MAA000560.3_10_M.1.1",1735,446654,"Brain_Non-Myeloid"
"A5.MAA000581.3_10_M.1.1",2576,567118,"Brain_Non-Myeloid"
"A5.MAA000923.3_9_M.1.1",2994,520702,"Brain_Non-Myeloid"
"A5.MAA000926.3_9_M.1.1",4486,2138152,"Brain_Non-Myeloid"
"A5.MAA000928.3_9_M.1.1",508,97953,"Brain_Non-Myeloid"
"A5.MAA000932.3_11_M.1.1",2160,319133,"Brain_Non-Myeloid"
"A5.MAA000941.3_8_M.1.1",2098,820140,"Brain_Non-Myeloid"
"A5.MAA001845.3_39_F.1.1",1794,175141,"Brain_Non-Myeloid"
"A5.MAA001895.3_38_F.1.1",1566,51881,"Brain_Non-Myeloid"
"A6.B003290.3_38_F.1.1",3177,761242,"Brain_Non-Myeloid"
"A6.B003728.3_56_F.1.1",847,78314,"Brain_Non-Myeloid"
"A6.MAA000550.3_10_M.1.1",3251,2940435,"Brain_Non-Myeloid"
"A6.MAA000560.3_10_M.1.1",3725,1207916,"Brain_Non-Myeloid"
"A6.MAA000930.3_8_M.1.1",5635,2011854,"Brain_Non-Myeloid"
"A6.MAA000932.3_11_M.1.1",2303,368354,"Brain_Non-Myeloid"
"A6.MAA000935.3_8_M.1.1",5447,9575221,"Brain_Non-Myeloid"
"A6.MAA000942.3_8_M.1.1",6708,472663,"Brain_Non-Myeloid"
"A6.MAA000944.3_9_M.1.1",803,716211,"Brain_Non-Myeloid"
"A6.MAA001895.3_38_F.1.1",2255,126525,"Brain_Non-Myeloid"
"A7.B003275.3_38_F.1.1",2985,2151791,"Brain_Non-Myeloid"
"A7.B003290.3_38_F.1.1",1021,110317,"Brain_Non-Myeloid"
"A7.B003728.3_56_F.1.1",1101,59536,"Brain_Non-Myeloid"
"A7.MAA000424.3_11_M.1.1",3397,972400,"Brain_Non-Myeloid"
"A7.MAA000560.3_10_M.1.1",5892,3050433,"Brain_Non-Myeloid"
"A7.MAA000564.3_10_M.1.1",3087,463153,"Brain_Non-Myeloid"
"A7.MAA000615.3_10_M.1.1",2481,251281,"Brain_Non-Myeloid"
"A7.MAA000926.3_9_M.1.1",3932,630102,"Brain_Non-Myeloid"
"A7.MAA000928.3_9_M.1.1",3130,2156435,"Brain_Non-Myeloid"
"A7.MAA000930.3_8_M.1.1",3659,1234277,"Brain_Non-Myeloid"
"A7.MAA000932.3_11_M.1.1",3427,386029,"Brain_Non-Myeloid"
"A7.MAA000935.3_8_M.1.1",3348,2804214,"Brain_Non-Myeloid"
"A7.MAA000940.3_8_M.1.1",4802,94266,"Brain_Non-Myeloid"
"A7.MAA000942.3_8_M.1.1",3407,331107,"Brain_Non-Myeloid"
"A7.MAA000944.3_9_M.1.1",2689,1604712,"Brain_Non-Myeloid"
"A7.MAA000947.3_9_M.1.1",3616,2912770,"Brain_Non-Myeloid"
"A7.MAA001845.3_39_F.1.1",1104,53745,"Brain_Non-Myeloid"
"A7.MAA001894.3_39_F.1.1",1676,73901,"Brain_Non-Myeloid"
"A8.B003277.3_39_F.1.1",3185,3395914,"Brain_Non-Myeloid"
"A8.B003290.3_38_F.1.1",2638,367800,"Brain_Non-Myeloid"
"A8.MAA000560.3_10_M.1.1",867,173867,"Brain_Non-Myeloid"
"A8.MAA000615.3_10_M.1.1",4050,556977,"Brain_Non-Myeloid"
"A8.MAA000926.3_9_M.1.1",4759,1310184,"Brain_Non-Myeloid"
"A8.MAA000928.3_9_M.1.1",5332,3257565,"Brain_Non-Myeloid"
"A8.MAA000930.3_8_M.1.1",3835,1414724,"Brain_Non-Myeloid"
"A8.MAA000932.3_11_M.1.1",1992,252559,"Brain_Non-Myeloid"
"A8.MAA000942.3_8_M.1.1",4794,494597,"Brain_Non-Myeloid"
"A8.MAA000944.3_9_M.1.1",3000,2163154,"Brain_Non-Myeloid"
"A8.MAA001845.3_39_F.1.1",1874,194622,"Brain_Non-Myeloid"
"A8.MAA001895.3_38_F.1.1",2277,83072,"Brain_Non-Myeloid"
"A9.B003275.3_38_F.1.1",2955,636082,"Brain_Non-Myeloid"
"A9.B003290.3_38_F.1.1",1560,218386,"Brain_Non-Myeloid"
"A9.MAA000550.3_10_M.1.1",4337,4153562,"Brain_Non-Myeloid"
"A9.MAA000560.3_10_M.1.1",2942,1217226,"Brain_Non-Myeloid"
"A9.MAA000923.3_9_M.1.1",2856,694526,"Brain_Non-Myeloid"
"A9.MAA000926.3_9_M.1.1",580,93275,"Brain_Non-Myeloid"
"A9.MAA000930.3_8_M.1.1",3580,1299452,"Brain_Non-Myeloid"
"A9.MAA000941.3_8_M.1.1",3783,1272615,"Brain_Non-Myeloid"
"A9.MAA000942.3_8_M.1.1",3289,364189,"Brain_Non-Myeloid"
"A9.MAA000944.3_9_M.1.1",1227,1428544,"Brain_Non-Myeloid"
"A9.MAA000947.3_9_M.1.1",5115,3885029,"Brain_Non-Myeloid"
"A9.MAA001845.3_39_F.1.1",1302,80716,"Brain_Non-Myeloid"
"A9.MAA001894.3_39_F.1.1",1296,100753,"Brain_Non-Myeloid"
"A9.MAA001895.3_38_F.1.1",2620,90244,"Brain_Non-Myeloid"
"B1.B003290.3_38_F.1.1",1769,330725,"Brain_Non-Myeloid"
"B1.B003728.3_56_F.1.1",1387,127066,"Brain_Non-Myeloid"
"B1.MAA000560.3_10_M.1.1",3217,565008,"Brain_Non-Myeloid"
"B1.MAA000641.3_9_M.1.1",750,88793,"Brain_Non-Myeloid"
"B1.MAA000923.3_9_M.1.1",3395,901553,"Brain_Non-Myeloid"
"B1.MAA000930.3_8_M.1.1",2539,1678714,"Brain_Non-Myeloid"
"B1.MAA000932.3_11_M.1.1",1984,422698,"Brain_Non-Myeloid"
"B1.MAA000940.3_8_M.1.1",4873,123866,"Brain_Non-Myeloid"
"B1.MAA001845.3_39_F.1.1",2120,116576,"Brain_Non-Myeloid"
"B1.MAA001894.3_39_F.1.1",3286,663268,"Brain_Non-Myeloid"
"B1.MAA001895.3_38_F.1.1",2422,89301,"Brain_Non-Myeloid"
"B10.B003274.3_38_F.1.1",1417,148698,"Brain_Non-Myeloid"
"B10.B003275.3_38_F.1.1",1338,559800,"Brain_Non-Myeloid"
"B10.B003290.3_38_F.1.1",3615,885899,"Brain_Non-Myeloid"
"B10.MAA000553.3_10_M.1.1",4934,2702604,"Brain_Non-Myeloid"
"B10.MAA000560.3_10_M.1.1",2809,684843,"Brain_Non-Myeloid"
"B10.MAA000563.3_10_M.1.1",2657,364124,"Brain_Non-Myeloid"
"B10.MAA000581.3_10_M.1.1",755,68373,"Brain_Non-Myeloid"
"B10.MAA000615.3_10_M.1.1",2792,1290303,"Brain_Non-Myeloid"
"B10.MAA000902.3_11_M.1.1",4227,2195912,"Brain_Non-Myeloid"
"B10.MAA000923.3_9_M.1.1",2710,531859,"Brain_Non-Myeloid"
"B10.MAA001854.3_38_F.1.1",2807,327271,"Brain_Non-Myeloid"
"B10.MAA001894.3_39_F.1.1",2662,325990,"Brain_Non-Myeloid"
"B11.B003275.3_38_F.1.1",1453,558301,"Brain_Non-Myeloid"
"B11.B003290.3_38_F.1.1",2146,586673,"Brain_Non-Myeloid"
"B11.MAA000560.3_10_M.1.1",2898,914330,"Brain_Non-Myeloid"
"B11.MAA000564.3_10_M.1.1",4227,543233,"Brain_Non-Myeloid"
"B11.MAA000581.3_10_M.1.1",2359,283194,"Brain_Non-Myeloid"
"B11.MAA000615.3_10_M.1.1",5319,3360903,"Brain_Non-Myeloid"
"B11.MAA000923.3_9_M.1.1",4897,881153,"Brain_Non-Myeloid"
"B11.MAA000926.3_9_M.1.1",3674,505293,"Brain_Non-Myeloid"
"B11.MAA000932.3_11_M.1.1",3381,609448,"Brain_Non-Myeloid"
"B11.MAA000935.3_8_M.1.1",3596,774827,"Brain_Non-Myeloid"
"B11.MAA000940.3_8_M.1.1",4063,227388,"Brain_Non-Myeloid"
"B11.MAA000941.3_8_M.1.1",4820,1201726,"Brain_Non-Myeloid"
"B11.MAA001845.3_39_F.1.1",1865,156983,"Brain_Non-Myeloid"
"B11.MAA001895.3_38_F.1.1",3115,139860,"Brain_Non-Myeloid"
"B12.B003275.3_38_F.1.1",1933,550575,"Brain_Non-Myeloid"
"B12.B003290.3_38_F.1.1",1967,1424222,"Brain_Non-Myeloid"
"B12.B003728.3_56_F.1.1",5649,2039467,"Brain_Non-Myeloid"
"B12.MAA000563.3_10_M.1.1",3344,455982,"Brain_Non-Myeloid"
"B12.MAA000564.3_10_M.1.1",2525,383680,"Brain_Non-Myeloid"
"B12.MAA000581.3_10_M.1.1",3909,368080,"Brain_Non-Myeloid"
"B12.MAA000615.3_10_M.1.1",4536,2128788,"Brain_Non-Myeloid"
"B12.MAA000923.3_9_M.1.1",4283,753989,"Brain_Non-Myeloid"
"B12.MAA000926.3_9_M.1.1",3502,506420,"Brain_Non-Myeloid"
"B12.MAA000941.3_8_M.1.1",2485,556550,"Brain_Non-Myeloid"
"B12.MAA000944.3_9_M.1.1",8304,779129,"Brain_Non-Myeloid"
"B12.MAA001845.3_39_F.1.1",2103,219077,"Brain_Non-Myeloid"
"B13.B003275.3_38_F.1.1",3203,1083816,"Brain_Non-Myeloid"
"B13.B003290.3_38_F.1.1",1906,1074341,"Brain_Non-Myeloid"
"B13.MAA000561.3_10_M.1.1",3587,2746247,"Brain_Non-Myeloid"
"B13.MAA000581.3_10_M.1.1",2904,453321,"Brain_Non-Myeloid"
"B13.MAA000615.3_10_M.1.1",3044,1503933,"Brain_Non-Myeloid"
"B13.MAA000641.3_9_M.1.1",6447,2548876,"Brain_Non-Myeloid"
"B13.MAA000923.3_9_M.1.1",3739,1150517,"Brain_Non-Myeloid"
"B13.MAA000926.3_9_M.1.1",3327,604193,"Brain_Non-Myeloid"
"B13.MAA000928.3_9_M.1.1",5314,4371781,"Brain_Non-Myeloid"
"B13.MAA000941.3_8_M.1.1",3985,745757,"Brain_Non-Myeloid"
"B14.B003275.3_38_F.1.1",2919,806223,"Brain_Non-Myeloid"
"B14.B003290.3_38_F.1.1",2085,446834,"Brain_Non-Myeloid"
"B14.MAA000581.3_10_M.1.1",1989,281791,"Brain_Non-Myeloid"
"B14.MAA000926.3_9_M.1.1",3095,715655,"Brain_Non-Myeloid"
"B14.MAA000944.3_9_M.1.1",4772,1722565,"Brain_Non-Myeloid"
"B14.MAA001845.3_39_F.1.1",2519,201160,"Brain_Non-Myeloid"
"B15.B003274.3_38_F.1.1",1875,951748,"Brain_Non-Myeloid"
"B15.B003275.3_38_F.1.1",3294,787611,"Brain_Non-Myeloid"
"B15.B003290.3_38_F.1.1",2021,644216,"Brain_Non-Myeloid"
"B15.MAA000560.3_10_M.1.1",2565,863748,"Brain_Non-Myeloid"
"B15.MAA000581.3_10_M.1.1",2113,398769,"Brain_Non-Myeloid"
"B15.MAA000902.3_11_M.1.1",4246,4445931,"Brain_Non-Myeloid"
"B15.MAA000926.3_9_M.1.1",5524,813184,"Brain_Non-Myeloid"
"B15.MAA000935.3_8_M.1.1",3315,721632,"Brain_Non-Myeloid"
"B15.MAA000941.3_8_M.1.1",4396,373006,"Brain_Non-Myeloid"
"B15.MAA000942.3_8_M.1.1",2873,292039,"Brain_Non-Myeloid"
"B15.MAA000944.3_9_M.1.1",3108,1758461,"Brain_Non-Myeloid"
"B16.B000621.3_56_F.1.1",3597,557509,"Brain_Non-Myeloid"
"B16.B003290.3_38_F.1.1",5504,1070947,"Brain_Non-Myeloid"
"B16.B003728.3_56_F.1.1",560,89103,"Brain_Non-Myeloid"
