p_val,avg_logFC,pct.1,pct.2,cluster,gene,,celltyppe
2.44E-80,0.78311448,0.165,0.02,9,Prdx3,,
2.69E-65,0.782798854,0.406,0.124,9,Mcm5,,
8.72E-65,0.780115064,0.456,0.154,9,Ddx39,,
8.13E-64,0.77945496,0.428,0.139,9,Phf5a,,
9.84E-80,0.778595612,0.829,0.411,9,Rack1,,
2.27E-75,0.776854616,0.793,0.404,9,Rps14,,
1.83E-58,0.774881262,0.295,0.078,9,Ccdc34,,
1.05E-69,0.774036252,0.679,0.302,9,Rpl22,,
9.54E-62,0.768793241,0.643,0.298,9,Slc25a5,,
1.37E-63,0.766432234,0.526,0.198,9,Nme1,,
1.16E-68,0.765682251,0.859,0.517,9,Cd24a,,
9.21E-62,0.76128087,0.669,0.315,9,Rps13,,
3.19E-64,0.760031817,0.661,0.304,9,Rps20,,
2.10E-47,0.758581378,0.179,0.038,9,Fam117a,,
2.27E-71,0.758398351,0.695,0.302,9,Snrpg,,
2.63E-69,0.757505725,0.771,0.401,9,Rps29,,
1.61E-77,0.755416825,0.155,0.018,9,Arl4a,,
2.84E-61,0.754482174,0.592,0.25,9,Ran,,
2.60E-76,0.753997257,0.177,0.024,9,Memo1,,
9.79E-81,0.751616284,0.815,0.401,9,Rpl18a,,
4.53E-69,0.751167218,0.347,0.091,9,Hmgn1,,
8.76E-76,0.749606139,0.795,0.384,9,Rpl36a,,
1.33E-69,0.744323067,0.165,0.023,9,Slc29a1,,
5.93E-66,0.74010175,0.191,0.032,9,Eci2,,
5.69E-55,0.73864189,0.173,0.032,9,Glo1,,
3.38E-70,0.73659797,0.237,0.046,9,Cdt1,,
1.09E-55,0.735690247,0.169,0.03,9,Isca1,,
5.45E-74,0.735214407,0.179,0.025,9,Psmd9,,
8.69E-67,0.734987075,0.745,0.357,9,Rpl12,,
1.07E-53,0.734953325,0.323,0.097,9,Eif3i,,
2.57E-73,0.733298645,0.741,0.327,9,Eef1b2,,
2.09E-65,0.732854205,0.755,0.389,9,mt-Nd1,,
4.64E-72,0.731073604,0.197,0.032,9,Xpnpep1,,
1.02E-57,0.727850468,0.317,0.089,9,Rpa2,,
1.40E-70,0.726585862,0.807,0.417,9,Atp5b,,
7.51E-58,0.725265601,0.201,0.04,9,Klhdc2,,
5.74E-58,0.724304166,0.239,0.054,9,Leprot,,
9.05E-56,0.723728726,0.191,0.038,9,Mcm4,,
9.31E-58,0.723248431,0.414,0.138,9,Txnl1,,
3.52E-34,0.718812779,0.355,0.149,9,Mt1,,
4.63E-63,0.715805301,0.558,0.217,9,Snrpe,,
9.04E-72,0.715462474,0.833,0.446,9,Rpl37,,
1.35E-65,0.715171853,0.793,0.429,9,Rps27a,,
1.00E-69,0.712746756,0.785,0.402,9,Rps15a,,
5.71E-54,0.712371597,0.205,0.044,9,Nudt19,,
2.88E-49,0.709876251,0.345,0.113,9,Erh,,
4.68E-62,0.709514236,0.169,0.027,9,Eef1e1,,
3.57E-58,0.705359464,0.173,0.03,9,Ybx3,,
7.22E-52,0.704490393,0.247,0.063,9,Fam162a,,
1.01E-59,0.70317086,0.492,0.18,9,Cdk4,,
3.56E-50,0.699002414,0.392,0.136,9,Ccna2,,
4.53E-49,0.696246842,0.339,0.11,9,Dtymk,,
3.16E-58,0.695846717,0.365,0.111,9,Dnajc19,,
1.97E-60,0.695607929,0.751,0.391,9,Eef1a1,,
3.01E-57,0.694648712,0.319,0.09,9,Bcas2,,
1.41E-49,0.691134831,0.187,0.04,9,Fen1,,
3.06E-47,0.689194019,0.243,0.065,9,Mcm3,,
1.54E-50,0.688420997,0.223,0.053,9,Pdlim1,,
2.99E-49,0.684532374,0.442,0.167,9,Arf5,,
2.74E-72,0.684359083,0.821,0.412,9,Tuba1b,,
2.92E-62,0.682446314,0.729,0.35,9,Rpl5,,
4.20E-63,0.680888596,0.831,0.481,9,Cox6a1,,
6.76E-46,0.680138287,0.382,0.137,9,Ccnb2,,
1.52E-56,0.680014538,0.506,0.192,9,Ndufa5,,
1.68E-48,0.679225529,0.418,0.154,9,Eif3m,,
2.61E-52,0.672187484,0.307,0.089,9,Tceal9,,
2.58E-50,0.666018977,0.259,0.069,9,Pfdn1,,
4.27E-54,0.665235346,0.598,0.262,9,Cox7c,,
9.59E-48,0.662954221,0.283,0.083,9,1700037H04Rik,,
3.78E-54,0.65752368,0.679,0.328,9,Serbp1,,
1.71E-59,0.657429901,0.779,0.405,9,Rps11,,
3.09E-58,0.656557199,0.518,0.195,9,Creg1,,
5.67E-65,0.655060873,0.831,0.453,9,Rpl17,,
2.13E-52,0.654352572,0.715,0.363,9,Rpl27a,,
6.16E-45,0.653864642,0.42,0.163,9,Cct7,,
8.15E-51,0.652795552,0.412,0.146,9,Cyc1,,
1.96E-51,0.651998009,0.243,0.06,9,Rgs10,,
7.44E-47,0.651565457,0.434,0.167,9,Ncl,,
1.85E-52,0.650914249,0.486,0.186,9,Atp5g3,,
1.98E-47,0.647728923,0.231,0.058,9,Carhsp1,,
2.02E-47,0.645404439,0.171,0.035,9,Cenph,,
6.50E-58,0.642897596,0.823,0.482,9,Rpl6,,
1.92E-58,0.641924742,0.787,0.438,9,Rpl7,,
4.91E-45,0.641801315,0.339,0.116,9,Slirp,,
3.09E-56,0.641631778,0.157,0.026,9,Apeh,,
9.78E-45,0.641212563,0.355,0.124,9,Tsn,,
8.63E-38,0.638445287,0.205,0.056,9,Fbxo3,,
8.81E-43,0.63455568,0.486,0.209,9,Ranbp1,,
5.91E-35,0.63405077,0.217,0.066,9,Nop56,,
4.92E-49,0.633826839,0.171,0.034,9,Dhrs4,,
7.25E-35,0.633521324,0.259,0.088,9,Lockd,,
2.61E-43,0.629608444,0.255,0.074,9,Mrpl14,,
6.11E-55,0.62804547,0.759,0.397,9,Rpl10,,
1.89E-52,0.627716419,0.705,0.35,9,Rps6,,
2.57E-41,0.627543027,0.235,0.067,9,Gstp1,,
2.62E-40,0.624374109,0.42,0.17,9,Hnrnpab,,
2.50E-56,0.624247488,0.821,0.467,9,Rpl35,,
2.61E-50,0.619305299,0.695,0.355,9,Rps24,,
2.52E-50,0.618775541,0.568,0.245,9,Gm10736,,
5.05E-44,0.618753646,0.458,0.188,9,Rpl7a,,
3.90E-40,0.61672,0.257,0.079,9,Ndufab1,,
2.33E-44,0.616656263,0.251,0.071,9,Tmx1,,
1.72E-44,0.616458994,0.241,0.067,9,Hspd1,,
3.67E-48,0.616213436,0.633,0.302,9,Rpl29,,
5.16E-45,0.614637824,0.635,0.318,9,Rpl27,,
2.49E-45,0.612953998,0.151,0.029,9,Psmg2,,
2.86E-50,0.61206969,0.765,0.419,9,Rpl38,,
7.66E-58,0.611564912,0.851,0.48,9,Cox6b1,,
2.45E-46,0.610817016,0.259,0.073,9,Dkc1,,
9.68E-45,0.60980365,0.371,0.132,9,Rpl13a,,
2.15E-51,0.608533035,0.751,0.393,9,Rpl15,,
1.45E-39,0.607999235,0.177,0.043,9,Rnaseh2a,,
2.46E-45,0.607422131,0.367,0.129,9,Pnp,,
1.36E-41,0.60736057,0.371,0.138,9,Ndufa12,,
4.62E-60,0.606976052,0.827,0.455,9,Rps21,,
1.88E-54,0.606402946,0.685,0.323,9,Tubb5,,
2.25E-39,0.604418769,0.187,0.047,9,Bola1,,
1.39E-31,0.604295536,0.215,0.069,9,Syce2,,
9.65E-47,0.604132549,0.741,0.425,9,Rpl37a,,
1.72E-38,0.601504851,0.301,0.105,9,Impdh2,,
4.00E-54,0.600838626,0.394,0.128,9,Eef1d,,
2.95E-32,0.599602687,0.313,0.123,9,Cdca3,,
9.48E-41,0.599164968,0.422,0.17,9,Ndufb10,,
7.60E-49,0.599089812,0.57,0.251,9,Usmg5,,
4.89E-40,0.598062539,0.287,0.094,9,Nasp,,
5.46E-56,0.594444989,0.795,0.43,9,Rpl39,,
7.50E-46,0.5934915,0.265,0.075,9,Zfas1,,
4.60E-44,0.593446306,0.394,0.146,9,Lsm4,,
5.58E-41,0.592946384,0.257,0.078,9,Ptpa,,
2.87E-42,0.5927493,0.38,0.141,9,Pa2g4,,
8.81E-43,0.591973061,0.213,0.055,9,Snhg1,,
3.89E-38,0.591963028,0.237,0.071,9,Eny2,,
3.32E-32,0.590817434,0.235,0.078,9,Gm8186,,
1.51E-36,0.590477254,0.261,0.085,9,Paics,,
1.89E-42,0.590030241,0.329,0.113,9,Tcp1,,
1.52E-42,0.589995424,0.721,0.405,9,mt-Cytb,,
1.54E-54,0.589894645,0.827,0.52,9,Rpl31,,
5.86E-54,0.589776618,0.327,0.095,9,Necap2,,
3.14E-47,0.589458743,0.193,0.043,9,2310033P09Rik,,
2.84E-55,0.589405196,0.851,0.503,9,Rpl34,,
2.04E-40,0.587037175,0.263,0.081,9,Nop58,,
4.62E-46,0.587035477,0.313,0.099,9,Psmc2,,
4.26E-49,0.586201618,0.496,0.199,9,Uqcr11,,
9.96E-49,0.586116082,0.657,0.316,9,Minos1,,
2.04E-37,0.585564718,0.339,0.127,9,Mrps24,,
1.99E-54,0.584227729,0.679,0.328,9,Rps27,,
1.16E-32,0.584113988,0.347,0.143,9,Snrpf,,
1.39E-30,0.582005833,0.263,0.097,9,Cct3,,
7.38E-46,0.581746267,0.402,0.147,9,Spc24,,
1.30E-42,0.580426109,0.592,0.279,9,Slc25a3,,
7.44E-37,0.579728315,0.165,0.04,9,Asf1a,,
1.76E-32,0.579049003,0.295,0.111,9,Pfdn6,,
3.03E-45,0.578844187,0.394,0.142,9,Pdap1,,
1.15E-46,0.577429944,0.659,0.32,9,Rps10,,
8.74E-35,0.572953714,0.277,0.096,9,Larp7,,
5.90E-33,0.571601564,0.197,0.058,9,Rpa1,,
3.03E-38,0.567082056,0.295,0.1,9,Rnaseh2b,,
1.16E-33,0.56654524,0.259,0.089,9,Eif5b,,
4.38E-40,0.566481858,0.163,0.036,9,Acot13,,
3.21E-39,0.564867151,0.299,0.102,9,Eif3d,,
1.59E-38,0.56459443,0.376,0.145,9,Cenpa,,
4.02E-48,0.563732225,0.643,0.296,9,Atp5o,,
2.05E-44,0.559967846,0.651,0.32,9,2010107E04Rik,,
1.32E-43,0.559742405,0.538,0.235,9,Rpl22l1,,
3.21E-43,0.558570896,0.713,0.388,9,Rpl9,,
2.58E-36,0.558559914,0.446,0.195,9,Nhp2,,
2.36E-37,0.555420177,0.195,0.052,9,Cs,,
5.92E-39,0.554599052,0.303,0.104,9,Cct2,,
2.25E-35,0.553625084,0.406,0.172,9,Cct8,,
2.89E-46,0.552062642,0.789,0.451,9,Chchd2,,
7.27E-33,0.551787095,0.189,0.054,9,Gins4,,
2.28E-37,0.551175486,0.275,0.09,9,Lsm7,,
2.02E-45,0.551167528,0.225,0.057,9,Cisd1,,
5.88E-34,0.550594706,0.275,0.096,9,Mrpl28,,
1.28E-34,0.549061047,0.319,0.12,9,Sfxn1,,
9.68E-49,0.548455654,0.807,0.472,9,Rpl23a,,
5.79E-40,0.54830114,0.53,0.24,9,Gpx4,,
5.47E-35,0.547535185,0.277,0.095,9,Rnf187,,
5.41E-40,0.546849841,0.319,0.109,9,Selenow,,
4.91E-28,0.543532822,0.269,0.103,9,Snu13,,
5.60E-34,0.541706711,0.205,0.06,9,Nsun2,,
1.89E-39,0.539949033,0.203,0.054,9,Psmd3,,
1.49E-36,0.539437729,0.538,0.257,9,Eif2s2,,
3.59E-35,0.538659516,0.384,0.156,9,Nol7,,
1.16E-33,0.538428511,0.337,0.132,9,Polr2j,,
1.20E-37,0.538138082,0.265,0.085,9,Smap1,,
1.98E-34,0.536328581,0.265,0.09,9,Emg1,,
7.54E-31,0.536286669,0.187,0.055,9,Cenpm,,
1.42E-31,0.536142731,0.295,0.112,9,Cct6a,,
3.16E-39,0.535712337,0.673,0.353,9,Eef2,,
1.17E-37,0.535298842,0.175,0.043,9,Picalm,,
2.15E-32,0.534280364,0.181,0.051,9,Apip,,
6.65E-38,0.533411871,0.416,0.171,9,Uqcrfs1,,
1.69E-29,0.53287779,0.217,0.071,9,Vamp5,,
1.52E-34,0.532817652,0.355,0.14,9,Rpl24,,
1.36E-39,0.531933181,0.414,0.166,9,Cct5,,
1.71E-35,0.529621171,0.253,0.082,9,Fundc2,,
2.71E-35,0.526742226,0.259,0.085,9,Gps2,,
8.62E-31,0.525519478,0.215,0.069,9,Stom,,
1.70E-39,0.52429974,0.249,0.074,9,Ndufv1,,
2.20E-32,0.523174279,0.333,0.132,9,Cct4,,
4.37E-36,0.521888969,0.287,0.099,9,Psmd7,,
4.03E-29,0.520574107,0.211,0.069,9,Nt5c3,,
3.01E-43,0.517727486,0.807,0.498,9,Rps25,,
9.49E-31,0.516093341,0.245,0.085,9,Psma5,,
8.34E-43,0.515765269,0.733,0.378,9,Rpl10a,,
3.48E-33,0.515371674,0.414,0.18,9,Psmb4,,
7.09E-27,0.514739378,0.199,0.067,9,Lyar,,
2.34E-34,0.513567629,0.203,0.059,9,Slbp,,
5.73E-29,0.512562659,0.283,0.11,9,Cacybp,,
1.78E-28,0.511174434,0.193,0.061,9,Ppid,,
9.59E-30,0.511104799,0.275,0.103,9,Psmd6,,
1.00E-34,0.509085319,0.211,0.062,9,Epn1,,
2.15E-34,0.506849519,0.369,0.148,9,Timm8b,,
4.78E-34,0.505521586,0.199,0.057,9,Rsl1d1,,
2.29E-33,0.504304239,0.412,0.178,9,Ndufb2,,
2.96E-29,0.502769629,0.305,0.122,9,Srp19,,
4.80E-39,0.502332692,0.787,0.456,9,Rpl28,,
8.22E-26,0.501283028,0.187,0.062,9,Mtx2,,
1.82E-34,0.499905871,0.434,0.189,9,Ndufs7,,
1.84E-24,0.498809128,0.159,0.05,9,Idh3a,,
5.20E-29,0.498768444,0.653,0.395,9,Hspa8,,
5.88E-35,0.497959176,0.402,0.167,9,Snx3,,
1.61E-24,0.497291394,0.177,0.058,9,Aurka,,
1.24E-34,0.495018639,0.653,0.352,9,Cox7b,,
3.67E-31,0.493952732,0.209,0.065,9,Tomm40,,
8.70E-34,0.492651734,0.333,0.128,9,Psmd4,,
1.10E-28,0.492061443,0.329,0.137,9,Dnajc9,,
5.00E-30,0.490674589,0.185,0.055,9,Dap3,,
2.64E-28,0.489672863,0.209,0.07,9,Polr2l,,
8.27E-30,0.489349524,0.243,0.085,9,Cox17,,
8.95E-31,0.488290553,0.201,0.062,9,Cfdp1,,
1.82E-25,0.488194291,0.241,0.092,9,Rbmxl1,,
2.66E-27,0.487754979,0.165,0.049,9,Pak1ip1,,
4.01E-29,0.487008329,0.241,0.085,9,Psmd11,,
2.16E-31,0.486731037,0.584,0.307,9,Rps28,,
9.58E-25,0.486601542,0.217,0.079,9,Fcf1,,
3.05E-33,0.485890021,0.347,0.138,9,Txn2,,
1.20E-29,0.485094554,0.167,0.047,9,Farsb,,
9.41E-26,0.484325675,0.269,0.107,9,Samm50,,
2.80E-27,0.483377249,0.233,0.084,9,Ndufs3,,
4.06E-33,0.482458654,0.528,0.256,9,Btf3,,
3.58E-34,0.481923083,0.315,0.117,9,Pdcd5,,
1.05E-40,0.481378108,0.829,0.53,9,Rpl30,,
3.86E-37,0.480757633,0.639,0.325,9,Atp5a1,,
4.88E-30,0.480030974,0.167,0.047,9,Clpp,,
8.37E-27,0.478938278,0.243,0.089,9,Mki67,,
3.28E-27,0.478259832,0.183,0.058,9,Hspa9,,
3.59E-26,0.478040476,0.167,0.051,9,Ddb1,,
2.15E-24,0.477473077,0.157,0.048,9,Chchd3,,
2.01E-31,0.476848112,0.327,0.13,9,Pebp1,,
8.93E-33,0.47513214,0.189,0.054,9,Vars,,
2.21E-26,0.475086113,0.319,0.135,9,Mrpl42,,
3.71E-34,0.473906985,0.311,0.114,9,Gtf2a2,,
4.37E-21,0.473142156,0.187,0.07,9,Fmc1,,
9.82E-28,0.472409414,0.349,0.151,9,Ssrp1,,
9.40E-30,0.472028758,0.538,0.275,9,Snrpb,,
2.50E-26,0.471815761,0.221,0.079,9,Eif2s1,,
3.20E-27,0.47135523,0.153,0.043,9,Nmral1,,
5.46E-30,0.471302914,0.277,0.103,9,Ssb,,
2.36E-28,0.471166058,0.237,0.084,9,Psmd1,,
4.68E-27,0.471044524,0.191,0.062,9,Cops3,,
4.01E-25,0.467028708,0.209,0.074,9,Morf4l2,,
9.03E-27,0.463116289,0.209,0.071,9,Vdac1,,
2.61E-34,0.462891081,0.564,0.275,9,Uqcr10,,
1.34E-24,0.461283087,0.335,0.151,9,2410015M20Rik,,
8.59E-31,0.459712081,0.544,0.273,9,Ndufb8,,
6.55E-26,0.459089888,0.247,0.094,9,Thoc7,,
9.49E-31,0.458540402,0.618,0.335,9,Uqcrh,,
3.84E-32,0.458501831,0.247,0.083,9,Snhg5,,
1.02E-22,0.458272204,0.159,0.051,9,Zranb2,,
1.08E-28,0.45641808,0.482,0.238,9,Psmb1,,
5.66E-22,0.456012643,0.293,0.132,9,Ndufc2,,
1.41E-39,0.454797743,0.811,0.477,9,Rpl19,,
1.89E-25,0.453855841,0.235,0.088,9,Cetn3,,
1.70E-27,0.453549669,0.378,0.171,9,Snrpd2,,
7.17E-27,0.4531292,0.197,0.065,9,Pbdc1,,
1.67E-24,0.451900488,0.151,0.045,9,Mpst,,
4.99E-25,0.451756883,0.159,0.048,9,Isca2,,
1.77E-26,0.450648461,0.267,0.105,9,Eif1ax,,
2.00E-19,0.450258928,0.217,0.09,9,Psmc5,,
2.79E-27,0.447407669,0.442,0.213,9,Mrpl18,,
4.47E-28,0.446455051,0.339,0.143,9,Cox20,,
1.75E-29,0.444763553,0.659,0.375,9,mt-Nd2,,
1.48E-35,0.444206931,0.693,0.371,9,Ndufa4,,
1.23E-22,0.443907299,0.221,0.086,9,Exosc8,,
6.72E-26,0.443353121,0.185,0.06,9,Haus4,,
1.52E-29,0.442619981,0.271,0.1,9,Ccnb1,,
4.77E-28,0.442282477,0.745,0.465,9,Eif5a,,
1.54E-24,0.441385674,0.181,0.06,9,Actl6a,,
7.25E-30,0.44105788,0.554,0.284,9,Atp5d,,
5.58E-25,0.439803696,0.321,0.14,9,Mrpl57,,
1.38E-26,0.439783197,0.55,0.298,9,Snrpd3,,
3.69E-29,0.437879447,0.422,0.192,9,Ndufc1,,
2.81E-25,0.437276996,0.175,0.056,9,Ddx24,,
6.93E-28,0.436717314,0.476,0.233,9,Snrpd1,,
3.02E-24,0.436612637,0.633,0.384,9,Ccnd3,,
1.22E-29,0.435942932,0.153,0.04,9,Hk1,,
8.34E-28,0.435923914,0.361,0.158,9,Eif3g,,
1.27E-26,0.435840547,0.402,0.187,9,Hnrnpc,,
7.43E-29,0.433539887,0.291,0.113,9,Bag1,,
2.05E-31,0.425514459,0.763,0.452,9,Cox6c,,
3.91E-20,0.424999324,0.207,0.083,9,1110004F10Rik,,
5.77E-32,0.424477888,0.739,0.426,9,Rpl35a,,
2.99E-31,0.423897977,0.373,0.156,9,Siva1,,
1.54E-25,0.423553949,0.279,0.113,9,Eif3e,,
3.92E-23,0.422261196,0.193,0.069,9,Gm11361,,
6.67E-27,0.422026413,0.327,0.138,9,Mrpl20,,
1.10E-29,0.42089055,0.341,0.14,9,Ociad1,,
9.78E-22,0.418859157,0.221,0.087,9,Psmb7,,
1.63E-25,0.418349871,0.163,0.05,9,Timm17a,,
9.13E-32,0.4173867,0.544,0.265,9,Cnbp,,
5.62E-25,0.416938792,0.235,0.088,9,Dnajb1,,
5.57E-28,0.416524191,0.281,0.108,9,Ndufa10,,
2.55E-26,0.41536242,0.313,0.132,9,Dpy30,,
6.87E-29,0.415141153,0.61,0.331,9,Atp5j2,,
8.73E-24,0.412412872,0.275,0.115,9,Mrpl36,,
4.37E-21,0.411438577,0.255,0.108,9,Top2a,,
1.42E-23,0.41142939,0.333,0.151,9,U2af1,,
6.39E-23,0.410551755,0.536,0.295,9,Hsp90ab1,,
1.84E-26,0.410410638,0.221,0.078,9,Ruvbl2,,
7.96E-18,0.410291203,0.171,0.066,9,Hpf1,,
5.69E-22,0.409023828,0.217,0.084,9,2-Mar,,
2.16E-28,0.408818917,0.369,0.16,9,Ndufv2,,
6.58E-24,0.407110181,0.339,0.154,9,Mrpl51,,
5.73E-31,0.406275467,0.727,0.41,9,Srsf3,,
1.19E-18,0.406250694,0.193,0.077,9,G3bp1,,
4.35E-31,0.404238951,0.522,0.253,9,Eif3f,,
7.96E-16,0.403580736,0.151,0.058,9,Bckdk,,
3.62E-22,0.402060516,0.305,0.136,9,Rps16-ps2,,
2.16E-21,0.400454275,0.179,0.064,9,Mrpl21,,
5.92E-26,0.398401293,0.347,0.152,9,Romo1,,
1.78E-20,0.39820874,0.173,0.062,9,Immp1l,,
1.23E-20,0.397598991,0.279,0.124,9,Gm2000,,
7.43E-24,0.397440497,0.251,0.099,9,Cops5,,
1.95E-20,0.397362903,0.157,0.053,9,Mrto4,,
7.84E-21,0.395683045,0.271,0.119,9,Mat2a,,
4.85E-23,0.395606173,0.247,0.099,9,Mrpl34,,
3.96E-18,0.395454381,0.155,0.056,9,Snrpa,,
1.33E-20,0.393223252,0.199,0.076,9,Polr2f,,
2.81E-21,0.393202601,0.183,0.066,9,Ube2e3,,
4.82E-25,0.392617405,0.655,0.383,9,Atp5f1,,
7.99E-20,0.391628131,0.189,0.072,9,Luc7l3,,
6.47E-28,0.390983225,0.622,0.338,9,Eif3k,,
1.94E-22,0.390648737,0.305,0.136,9,Nap1l1,,
2.67E-31,0.390112992,0.165,0.044,9,Tnfaip2,,
4.06E-24,0.39005227,0.179,0.059,9,Immt,,
1.72E-20,0.389899827,0.219,0.088,9,Chchd1,,
4.99E-30,0.389890638,0.825,0.535,9,Rps15,,
8.90E-25,0.389747281,0.183,0.06,9,Ctbp1,,
5.84E-27,0.389436028,0.287,0.113,9,Prkag1,,
2.46E-18,0.388810821,0.199,0.081,9,Nap1l4,,
1.06E-24,0.387971052,0.558,0.301,9,Srsf2,,
7.17E-24,0.387763612,0.717,0.474,9,mt-Nd4,,
1.04E-16,0.386190952,0.199,0.085,9,Hprt,,
8.89E-24,0.383849735,0.235,0.09,9,Mrpl12,,
2.97E-25,0.383729478,0.333,0.144,9,Mrpl30,,
5.88E-21,0.383692361,0.245,0.103,9,Ndufa9,,
9.25E-21,0.382862285,0.269,0.117,9,Nusap1,,
2.60E-35,0.381771955,0.191,0.051,9,Tspan13,,
1.08E-18,0.381628707,0.235,0.102,9,Gtf2h5,,
2.74E-22,0.381595894,0.165,0.055,9,Hypk,,
6.84E-25,0.381488449,0.598,0.328,9,Uqcrb,,
1.09E-21,0.381330184,0.227,0.09,9,Cdk1,,
9.45E-21,0.379664057,0.163,0.056,9,Rfc3,,
1.23E-17,0.378729373,0.315,0.16,9,Cdca8,,
1.51E-22,0.378111101,0.201,0.073,9,Psmd12,,
9.90E-23,0.378079734,0.171,0.057,9,Rfc5,,
2.56E-25,0.376725043,0.189,0.063,9,Wdr61,,
2.13E-18,0.375893411,0.155,0.056,9,Stoml2,,
6.03E-26,0.37501738,0.572,0.305,9,Cox5b,,
3.31E-18,0.374970537,0.253,0.114,9,Tmem208,,
3.01E-19,0.374159579,0.367,0.186,9,Spcs1,,
6.81E-17,0.372501666,0.255,0.12,9,Sec61g,,
2.36E-24,0.371572885,0.691,0.418,9,Naca,,
7.56E-22,0.370886672,0.315,0.144,9,Anapc5,,
1.24E-20,0.370821098,0.153,0.051,9,Gm10275,,
1.33E-19,0.370756305,0.243,0.104,9,Map2k2,,
6.36E-15,0.370463699,0.239,0.115,9,Dnajc8,,
6.26E-23,0.370156336,0.357,0.168,9,Fam96a,,
2.81E-17,0.368677394,0.199,0.083,9,Ezh2,,
3.86E-18,0.36666362,0.281,0.132,9,1810022K09Rik,,
1.25E-22,0.36586147,0.456,0.234,9,Dad1,,
2.39E-25,0.364145747,0.191,0.063,9,Prdx4,,
1.98E-24,0.363746296,0.566,0.31,9,Rpl36al,,
8.79E-27,0.362115652,0.823,0.56,9,Cox4i1,,
1.56E-22,0.362017239,0.414,0.205,9,Srsf7,,
1.57E-21,0.361766091,0.257,0.107,9,Mkrn1,,
7.58E-15,0.361549879,0.163,0.067,9,Mrpl23,,
8.72E-19,0.360363681,0.384,0.199,9,Ube2c,,
6.51E-21,0.359809729,0.277,0.122,9,Lsm2,,
3.23E-18,0.359162633,0.171,0.065,9,Mrpl35,,
4.39E-18,0.358697828,0.151,0.054,9,Srsf1,,
1.16E-21,0.358494308,0.181,0.064,9,Dlst,,
2.84E-18,0.355973801,0.165,0.061,9,Brix1,,
8.82E-19,0.355626025,0.207,0.084,9,Srrt,,
2.11E-17,0.355186996,0.163,0.062,9,Kif22,,
3.23E-23,0.352420378,0.155,0.048,9,Gmps,,
1.94E-17,0.351715831,0.273,0.129,9,Psmd14,,
3.96E-22,0.350281164,0.225,0.087,9,Idh3b,,
2.52E-16,0.349126732,0.175,0.071,9,Eif4e,,
3.71E-24,0.34903597,0.219,0.08,9,Fbl,,
2.81E-21,0.348509316,0.265,0.113,9,Snrpa1,,
1.42E-23,0.348038076,0.57,0.312,9,Cd47,,
1.03E-18,0.346946066,0.179,0.068,9,Prelid3b,,
9.79E-21,0.344784501,0.325,0.152,9,Bud31,,
7.78E-17,0.344103923,0.225,0.1,9,Psmc6,,
8.86E-20,0.343799455,0.357,0.178,9,Psmc3,,
1.07E-15,0.343763734,0.159,0.063,9,Wdr89,,
4.47E-21,0.343668394,0.319,0.148,9,Cks2,,
4.14E-16,0.343058173,0.213,0.094,9,Skp1a,,
1.29E-24,0.342991398,0.671,0.383,9,Atp5h,,
3.79E-20,0.342103612,0.301,0.139,9,Fus,,
1.12E-42,0.341984115,0.345,0.115,9,Chchd10,,
2.24E-16,0.341832533,0.157,0.06,9,Rangap1,,
2.64E-19,0.341803551,0.233,0.098,9,Fkbp4,,
6.72E-19,0.34173725,0.428,0.229,9,Ssna1,,
1.92E-16,0.340900742,0.313,0.159,9,Naa38,,
8.15E-24,0.340664477,0.504,0.261,9,Uqcrq,,
2.02E-21,0.339482365,0.52,0.283,9,Pcbp1,,
2.29E-19,0.33931927,0.319,0.152,9,Tra2b,,
9.04E-17,0.338621226,0.247,0.114,9,Snrpc,,
6.13E-16,0.338298162,0.189,0.08,9,Ndufb4,,
5.18E-20,0.338185845,0.229,0.095,9,Mrps16,,
9.04E-16,0.337076977,0.255,0.122,9,Wdr83os,,
1.29E-23,0.336450031,0.747,0.467,9,Tpt1,,
4.34E-19,0.336101974,0.191,0.074,9,Psme3,,
6.54E-14,0.335360548,0.197,0.09,9,Mpp1,,
2.11E-19,0.335049931,0.317,0.151,9,Rfc2,,
8.49E-18,0.334842868,0.217,0.092,9,Mrpl13,,
9.63E-15,0.334157001,0.175,0.075,9,Pdhb,,
1.55E-20,0.333897714,0.508,0.282,9,Atp5k,,
4.38E-15,0.33375406,0.225,0.106,9,Sdhc,,
1.47E-18,0.332249979,0.217,0.09,9,Higd1a,,
5.70E-15,0.33169747,0.199,0.089,9,Naa10,,
7.96E-19,0.33151888,0.225,0.095,9,Mrpl15,,
1.46E-20,0.331353116,0.165,0.057,9,Gtf2f1,,
3.36E-16,0.329861713,0.175,0.071,9,Nup62,,
3.98E-17,0.329804537,0.155,0.058,9,Osgep,,
2.30E-19,0.328734637,0.434,0.232,9,Park7,,
3.86E-20,0.328031235,0.357,0.175,9,Tmem234,,
3.57E-19,0.327251632,0.687,0.443,9,Cox8a,,
2.41E-25,0.324353924,0.596,0.325,9,Ptma,,
1.70E-17,0.321825758,0.183,0.073,9,Nsmce4a,,
3.20E-16,0.320836311,0.157,0.061,9,Gm9794,,
2.16E-25,0.319914784,0.888,0.612,9,Oaz1,,
2.04E-21,0.319231834,0.153,0.049,9,Emilin2,,
4.35E-23,0.318500639,0.494,0.257,9,Hmgb1,,
5.41E-15,0.317734704,0.179,0.076,9,Tomm5,,
